AD,Android Rules,Basic Rules,Brace Rules,CBO,CBOI,CC,CCL,CCO,CD,CI,CLC,CLLC,CLOC,Clone Implementation Rules,Clone Metric Rules,Code Size Rules,Cohesion Metric Rules,Column,Comment Rules,Complexity Metric Rules,Controversial Rules,Coupling Metric Rules,Coupling Rules,DIT,DLOC,Design Rules,Documentation Metric Rules,Empty Code Rules,EndColumn,EndLine,Finalizer Rules,Import Statement Rules,Inheritance Metric Rules,J2EE Rules,JUnit Rules,Jakarta Commons Logging Rules,Java Logging Rules,JavaBean Rules,LCOM5,LDC,LLDC,LLOC,LOC,Line,MigratingToJUnit4 Rules,Migration Rules,Migration13 Rules,Migration14 Rules,Migration15 Rules,NA,NG,NII,NL,NLA,NLE,NLG,NLM,NLPA,NLPM,NLS,NM,NOA,NOC,NOD,NOI,NOP,NOS,NPA,NPM,NS,Naming Rules,Number of bugs,Optimization Rules,PDA,PUA,RFC,Security Code Guideline Rules,Size Metric Rules,Strict Exception Rules,String and StringBuffer Rules,TCD,TCLOC,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,Type Resolution Rules,Unnecessary and Unused Code Rules,Vulnerability Rules,WMC,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor
0.16,0,0,0,1,14,0.0,0,0,0.159624,0,0.0,0.0,34,0,0,0,0,1,0,0,0,0,0,0,34,7,47,0,2,296,0,0,0,0,0,0,0,0,1,0,0,179,257,40,0,0,0,0,0,5,0,26,2,5,2,0,25,0,24,0,25,0,1,1,0,0,98,0,24,0,5,0,0,4,21,25,1,2,0,0,0.159624,34,179,257,5,0,5,0,25,0,24,0,25,98,0,24,0,0,0,0,59,0,0,49,1,12
0.14285699999999998,0,0,0,2,2,0.0,0,0,0.173913,0,0.0,0.0,4,0,0,0,1,1,0,0,0,0,0,1,4,1,15,0,2,61,0,0,0,0,0,0,0,0,2,0,0,19,26,36,0,0,0,0,0,5,0,7,0,0,0,0,6,0,6,0,31,1,0,0,7,1,5,0,30,0,0,0,0,1,6,13,0,0,0,0,0.173913,4,19,26,5,0,0,0,6,0,6,0,31,5,0,30,0,0,0,0,6,0,0,16,0,1
0.722222,0,0,2,0,27,0.0,0,0,0.252252,0,0.0,0.0,28,0,0,0,0,1,0,0,1,0,0,0,24,7,11,0,2,163,0,0,0,0,0,0,0,0,1,0,0,83,131,33,0,0,0,0,0,9,0,30,2,9,1,0,17,8,17,0,17,0,0,0,0,0,35,8,17,0,1,0,4,13,5,17,0,7,0,0,0.252252,28,83,131,9,0,9,0,17,8,17,0,17,35,8,17,0,0,0,0,33,0,0,18,0,15
0.44444399999999995,0,0,19,6,43,0.05196080000000001,1,6,0.214533,2,0.0337268,0.0440529,124,0,14,0,0,1,0,9,0,0,0,1,59,59,61,0,2,648,0,0,0,0,0,0,0,0,1,20,20,454,593,56,0,0,0,0,0,4,4,89,8,4,4,4,37,2,35,1,37,1,0,0,15,1,324,2,35,1,15,1,0,16,20,52,0,8,0,1,0.214533,124,454,593,4,4,4,4,37,2,35,1,37,324,2,35,1,0,0,0,132,0,0,92,1,93
0.333333,0,0,0,0,1,0.0,0,0,0.208333,0,0.0,0.0,5,0,0,0,0,1,0,0,0,0,0,0,4,0,7,0,2,65,0,0,0,0,0,0,0,0,1,0,0,19,25,41,0,0,0,0,0,0,0,1,2,0,2,0,2,0,2,0,2,0,0,0,0,0,7,0,2,0,0,0,0,1,2,2,0,0,0,0,0.208333,5,19,25,0,0,0,0,2,0,2,0,2,7,0,2,0,0,0,0,4,0,0,7,0,0
0.0,0,0,2,2,1,0.0,0,0,0.02,0,0.0,0.0,1,0,0,0,0,1,0,0,4,0,0,0,0,6,22,0,2,122,0,0,0,0,0,0,1,0,1,0,0,49,57,41,0,0,0,0,0,1,0,2,1,1,1,0,6,0,6,0,6,0,0,0,1,0,29,0,6,0,0,0,0,0,7,7,0,0,1,8,0.0135135,1,73,82,5,0,5,0,8,0,8,0,8,42,0,8,0,0,0,0,9,0,0,22,1,21
0.0,0,0,0,1,4,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,2,56,0,0,0,0,0,0,0,0,1,0,0,19,20,37,0,0,0,0,0,0,1,3,2,0,2,1,2,0,2,0,2,0,0,0,1,0,10,0,2,0,0,0,0,0,3,3,0,0,0,0,0.0,0,19,20,0,1,0,1,2,0,2,0,2,10,0,2,0,0,0,0,5,0,0,7,0,0
1.0,0,0,0,0,22,0.0,0,0,0.49462399999999995,0,0.0,0.0,46,0,0,0,0,1,0,0,0,0,0,0,46,2,2,0,2,137,0,0,0,0,0,0,0,0,1,0,0,47,101,37,0,0,0,0,0,1,0,24,1,1,1,0,7,0,6,0,7,0,0,0,0,0,29,0,6,0,1,0,0,7,0,7,0,0,0,0,0.49462399999999995,46,47,101,1,0,1,0,7,0,6,0,7,29,0,6,0,0,0,0,9,0,1,2,0,2
1.0,0,0,0,1,4,0.0,0,0,0.552632,0,0.0,0.0,21,0,0,0,1,1,0,0,0,0,0,2,21,2,0,0,2,74,0,0,0,0,0,0,0,0,2,0,0,17,37,38,0,0,0,0,0,1,0,1,1,1,1,0,2,1,2,0,2,2,0,0,0,1,6,1,2,0,2,0,0,3,0,2,0,4,0,0,0.552632,21,17,37,1,0,1,0,2,1,2,0,2,6,1,2,0,0,0,0,4,0,2,5,0,2
0.28571399999999997,0,0,0,0,7,0.0,0,0,0.244444,0,0.0,0.0,22,1,0,0,1,1,0,0,0,0,0,0,16,2,23,0,2,137,0,0,0,0,0,0,0,0,2,0,0,68,95,43,0,0,0,0,0,1,0,6,1,1,1,0,13,0,13,0,13,0,0,0,0,0,27,0,13,0,1,0,0,4,10,13,0,0,0,0,0.244444,22,68,95,1,0,1,0,13,0,13,0,13,27,0,13,0,2,0,0,16,0,0,24,3,3
0.0,0,0,0,0,19,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,2,41,0,0,0,0,0,0,0,0,0,0,0,8,9,33,0,0,0,0,0,2,0,13,0,2,0,0,1,2,1,0,1,0,0,0,0,0,2,2,1,0,1,0,0,0,2,1,0,4,0,0,0.0,0,8,9,2,0,2,0,1,2,1,0,1,2,2,1,0,0,0,0,1,0,0,9,0,1
0.2,0,0,0,0,4,0.0,0,0,0.363636,0,0.0,0.0,8,0,0,0,0,1,0,0,0,0,0,0,8,1,9,0,2,64,0,0,0,0,0,0,0,0,0,0,0,14,19,46,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,4,0,1,1,0,0,4,0,4,0,0,0,0,1,4,4,0,0,0,0,0.363636,8,14,19,0,0,0,0,4,0,4,0,4,4,0,4,0,0,0,0,4,0,0,9,0,1
0.25,0,0,6,13,0,0.0,0,0,0.08,0,0.0,0.0,16,0,0,0,0,1,0,5,0,2,0,0,11,15,11,0,2,270,0,0,0,0,0,0,11,0,1,0,0,184,205,66,0,0,0,0,0,12,0,0,8,12,3,0,4,1,3,0,4,0,0,0,15,0,116,1,3,0,2,0,8,1,3,19,0,6,0,0,0.08,16,184,205,12,0,12,0,4,1,3,0,4,116,1,3,0,3,0,0,42,0,10,24,4,31
0.0,0,0,0,0,6,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,2,44,0,0,0,0,0,0,0,0,0,0,0,10,12,33,0,0,0,0,0,3,0,5,0,3,0,0,1,3,1,0,1,0,0,0,0,0,3,3,1,0,0,0,0,0,2,1,0,4,0,0,0.0,0,10,12,3,0,3,0,1,3,1,0,1,3,3,1,0,0,0,0,1,0,0,9,0,0
0.2,0,0,13,1,13,0.0,0,0,0.04819280000000001,0,0.0,0.0,4,0,0,0,1,1,0,0,0,0,0,0,4,5,29,0,2,158,0,0,0,0,0,0,0,0,9,0,0,79,96,45,0,0,0,0,0,0,0,16,5,0,2,0,9,0,9,0,9,0,0,0,2,0,61,0,9,0,0,0,0,2,8,11,0,0,0,0,0.039604,4,97,114,0,0,0,0,11,0,11,0,11,68,0,11,0,0,0,0,27,0,1,30,0,17
0.333333,0,1,0,2,0,0.0,0,0,0.13513499999999998,0,0.0,0.0,30,0,0,0,0,1,0,3,1,0,0,0,26,6,33,0,2,318,0,0,0,0,0,0,0,0,1,0,0,192,234,85,0,0,0,0,0,4,4,0,4,4,4,4,15,2,2,0,15,0,0,0,0,0,112,2,2,0,2,0,0,1,2,15,0,4,2,0,0.13513499999999998,30,192,234,4,4,4,4,15,2,2,0,15,112,2,2,0,0,0,0,64,0,4,40,0,8
0.0,0,0,0,9,1,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,11,0,3,81,0,0,0,0,0,0,3,0,4,0,0,20,23,59,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,1,0,0,5,1,3,0,4,0,0,0,0,0,5,9,0,0,0,0,0.0,0,20,23,0,0,0,0,4,0,4,0,4,3,0,4,0,0,0,0,4,0,0,12,0,4
0.0,0,0,0,4,1,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,1,2,0,0,0,0,0,1,0,5,11,0,3,101,0,0,0,0,0,0,0,0,4,0,0,15,19,83,0,0,0,0,0,1,0,0,1,1,1,0,4,1,4,0,4,1,0,0,0,1,2,1,4,0,0,0,0,0,5,4,0,4,0,0,0.0,0,15,19,1,0,1,0,4,1,4,0,4,2,1,4,0,0,0,0,5,0,0,16,0,5
0.0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,3,0,5,57,0,0,0,0,0,0,0,0,0,0,0,3,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0.666667,0,0,0,2,3,0.0,0,0,0.20689699999999997,0,0.0,0.0,6,0,0,0,0,2,0,0,0,0,0,0,6,1,9,0,3,153,0,0,0,0,0,0,0,0,1,0,0,23,31,123,0,0,0,0,0,3,0,3,0,3,0,0,4,0,2,0,4,0,2,2,1,0,8,0,2,0,1,0,0,2,1,5,0,0,0,0,0.20689699999999997,6,23,31,3,0,3,0,4,0,2,0,4,8,0,2,0,0,0,0,4,0,0,9,0,2
0.0,0,0,0,4,1,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,7,0,3,168,0,0,0,0,0,0,0,0,1,0,0,13,14,155,0,0,0,0,0,3,0,1,1,0,1,0,2,0,2,0,6,1,0,0,4,1,5,0,4,0,0,0,0,0,3,6,0,0,0,0,0.0,0,13,14,3,0,0,0,2,0,2,0,6,5,0,4,0,0,0,0,3,0,0,7,0,0
0.25,0,0,0,3,1,0.0,0,0,0.11538499999999999,0,0.0,0.0,3,0,0,0,0,2,0,0,0,0,0,1,3,2,9,0,3,195,0,0,0,0,0,0,0,0,1,0,0,23,23,173,0,0,0,0,0,4,0,1,1,1,1,0,3,0,3,0,7,1,0,0,2,1,8,0,5,0,0,0,0,1,3,5,0,0,0,0,0.11538499999999999,3,23,23,4,0,1,0,3,0,3,0,7,8,0,5,0,0,0,0,5,0,0,9,0,2
0.8,0,0,0,7,0,0.0,0,0,0.701613,0,0.0,0.0,87,0,0,0,1,1,0,0,0,0,0,1,87,1,1,0,2,167,0,0,0,0,0,0,0,0,2,0,0,37,133,35,0,0,0,0,0,0,0,0,2,0,2,0,7,0,4,0,7,1,0,0,3,1,17,0,4,0,0,0,0,4,1,10,0,0,0,0,0.701613,87,37,133,0,0,0,0,7,0,4,0,7,17,0,4,0,0,0,0,9,0,0,2,1,0
0.333333,0,0,0,4,1,0.0,0,0,0.4,0,0.0,0.0,6,0,0,0,0,1,0,0,0,0,0,5,6,0,5,0,2,50,0,0,2,0,0,0,0,0,1,0,0,9,10,41,0,0,0,0,0,2,7,1,0,0,0,0,2,0,2,0,13,6,0,0,2,2,2,2,13,0,0,0,0,1,2,4,0,2,0,0,0.4,6,9,10,2,7,0,0,2,0,2,0,13,2,2,13,0,0,0,0,2,0,0,9,0,0
0.25,0,0,0,1,0,0.0,0,0,0.727273,0,0.0,0.0,16,0,0,0,0,1,0,0,0,0,0,0,16,0,7,0,2,58,0,0,0,0,0,0,0,0,1,0,0,6,7,52,0,0,0,0,0,1,0,0,0,1,0,0,3,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,1,3,3,0,0,0,0,0.727273,16,6,7,1,0,1,0,3,0,3,0,3,3,0,3,0,0,0,0,3,0,0,7,0,0
0.0,0,0,0,7,1,0.0,0,0,0.166667,0,0.0,0.0,6,0,0,0,0,1,0,0,0,0,0,0,6,1,7,0,2,74,0,0,0,0,0,0,0,0,1,0,0,30,39,36,0,0,0,0,0,1,0,1,2,1,1,0,3,1,1,0,3,0,0,0,9,0,20,1,1,0,0,0,0,0,2,12,0,4,0,0,0.166667,6,30,39,1,0,1,0,3,1,1,0,3,20,1,1,0,0,0,0,6,0,0,11,0,1
0.0,0,0,4,6,2,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,4,0,3,27,0,2,91,0,0,0,0,0,0,0,0,2,0,0,40,53,39,0,0,0,0,0,2,7,2,1,2,1,7,12,2,12,0,12,4,1,1,5,1,17,2,12,0,0,0,0,0,13,17,0,5,0,0,0.0,0,40,53,2,7,2,7,12,2,12,0,12,17,2,12,0,0,0,0,14,0,0,33,0,7
0.352941,0,0,10,14,8,0.0,0,0,0.13125,0,0.0,0.0,21,0,0,0,1,1,0,0,0,1,0,0,17,7,31,0,2,227,0,0,0,0,0,0,0,0,4,0,0,139,177,51,0,0,0,0,0,0,6,11,5,0,3,6,17,0,16,0,17,0,0,0,14,0,88,0,16,0,1,0,0,6,11,31,0,2,0,1,0.13125,21,139,177,0,6,0,6,17,0,16,0,17,88,0,16,0,0,0,0,41,0,0,35,0,19
0.333333,0,0,0,1,3,0.0,0,0,0.2,0,0.0,0.0,3,0,0,0,0,2,0,0,0,0,0,0,3,0,7,0,3,61,0,0,0,0,0,0,0,0,1,0,0,12,14,48,0,0,0,0,0,2,0,20,0,2,0,0,2,2,2,0,2,0,0,0,0,0,3,2,2,0,0,0,0,1,2,2,0,4,0,0,0.2,3,12,14,2,0,2,0,2,2,2,0,2,3,2,2,0,0,0,0,2,0,0,11,0,0
0.0,0,0,0,0,1,0.0,0,0,0.1,0,0.0,0.0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,5,0,3,209,0,0,0,0,0,0,0,0,1,0,0,9,13,197,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,2,1,0,0,0,0,0.1,1,9,13,0,0,0,0,1,0,1,0,1,3,0,1,0,0,0,0,2,0,0,5,0,1
0.25,0,0,0,9,11,0.0,0,0,0.0882353,0,0.0,0.0,3,0,0,0,0,1,0,0,0,0,0,3,1,2,9,0,2,83,0,0,0,0,0,0,0,0,0,0,0,31,36,48,0,0,0,0,0,7,2,12,1,1,1,0,3,1,3,0,11,3,2,2,7,1,16,7,11,0,0,0,0,1,3,10,0,4,0,0,0.0882353,3,31,36,7,2,1,0,3,1,3,0,11,16,7,11,0,0,0,0,5,0,0,13,0,2
0.5,0,0,0,3,1,0.0,0,0,0.1,0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,5,0,2,46,0,0,0,0,0,0,0,0,0,0,0,9,10,37,0,0,0,0,0,7,2,1,0,2,0,0,1,2,1,0,8,2,0,0,1,1,3,7,8,0,0,0,0,1,1,2,0,4,0,0,0.1,1,9,10,7,2,2,0,1,2,1,0,8,3,7,8,0,0,0,0,1,0,0,9,0,0
0.5,0,0,0,6,3,0.0,0,0,0.25,0,0.0,0.0,3,0,0,0,0,1,0,0,0,0,0,4,1,2,1,0,2,51,0,0,0,0,0,0,0,0,0,0,0,9,13,39,0,0,0,0,0,10,4,2,0,0,0,0,1,0,1,0,14,4,1,1,1,1,2,10,14,0,0,0,0,1,1,2,0,2,0,0,0.25,3,9,13,10,4,0,0,1,0,1,0,14,2,10,14,0,0,0,0,1,0,0,3,0,2
0.0,0,0,0,3,0,0.0,0,0,0.125,0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,4,1,0,5,0,2,43,0,0,0,0,0,0,0,0,0,0,0,7,8,36,0,0,0,0,0,8,2,0,0,1,0,0,1,1,1,0,12,4,0,0,1,1,2,8,12,0,0,0,0,0,2,2,0,4,0,0,0.125,1,7,8,8,2,1,0,1,1,1,0,12,2,8,12,0,0,0,0,1,0,0,9,0,0
0.0,0,0,0,2,1,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,5,0,2,38,0,0,0,0,0,0,0,0,0,0,0,5,5,34,0,0,0,0,0,12,0,1,0,0,0,0,1,0,1,0,6,3,0,0,1,1,1,12,6,0,0,0,0,0,2,2,0,2,0,0,0.0,0,5,5,12,0,0,0,1,0,1,0,6,1,12,6,0,0,0,0,1,0,0,7,0,0
0.0,0,0,0,2,1,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,5,0,2,38,0,0,0,0,0,0,0,0,0,0,0,5,5,34,0,0,0,0,0,12,0,1,0,0,0,0,1,0,1,0,6,3,0,0,1,1,1,12,6,0,0,0,0,0,2,2,0,2,0,0,0.0,0,5,5,12,0,0,0,1,0,1,0,6,1,12,6,0,0,0,0,1,0,0,7,0,0
0.0,0,0,0,2,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,5,0,2,41,0,0,0,0,0,0,0,0,0,0,0,7,7,35,0,0,0,0,0,6,2,0,0,1,0,0,1,1,1,0,8,2,0,0,1,1,2,6,8,0,0,0,0,0,2,2,0,4,0,0,0.0,0,7,7,6,2,1,0,1,1,1,0,8,2,6,8,0,0,0,0,1,0,0,9,0,0
0.5,0,0,0,2,3,0.0,0,0,0.125,0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,5,0,2,42,0,0,0,0,0,0,0,0,0,0,0,7,7,36,0,0,0,0,0,6,2,3,0,1,0,0,1,1,1,0,8,2,0,0,1,1,2,6,8,0,0,0,0,1,1,2,0,4,0,0,0.125,1,7,7,6,2,1,0,1,1,1,0,8,2,6,8,0,0,0,0,1,0,0,9,0,0
0.166667,0,0,0,16,17,0.0,0,0,0.20408199999999999,0,0.0,0.0,10,0,0,0,0,1,0,0,0,1,0,3,10,10,13,0,2,97,0,0,0,0,0,0,0,0,1,0,0,39,45,53,0,0,0,0,0,10,4,10,1,4,1,2,5,4,5,0,13,3,4,14,13,1,16,10,13,0,0,0,0,1,5,18,0,4,0,0,0.20408199999999999,10,39,45,10,4,4,2,5,4,5,0,13,16,10,13,0,0,0,0,7,0,0,18,0,10
0.5,0,0,0,2,21,0.0,0,0,0.166667,0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,3,1,0,5,0,2,42,0,0,0,0,0,0,0,0,0,0,0,5,6,37,0,0,0,0,0,10,2,2,0,0,0,0,1,0,1,0,15,3,1,1,1,1,1,10,15,0,0,0,0,1,1,2,0,2,0,0,0.166667,1,5,6,10,2,0,0,1,0,1,0,15,1,10,15,0,0,0,0,1,0,0,7,0,0
0.5,0,0,0,4,6,0.0,0,0,0.526316,0,0.0,0.0,10,0,0,0,0,1,0,0,0,0,0,4,10,4,3,0,2,54,0,0,0,0,0,0,0,0,0,0,0,9,16,39,0,0,0,0,0,12,2,1,0,2,0,0,1,2,1,0,16,4,0,0,1,1,3,12,16,0,0,0,0,1,1,2,0,4,0,0,0.526316,10,9,16,12,2,2,0,1,2,1,0,16,3,12,16,0,0,0,0,2,0,0,7,0,4
1.0,0,0,0,1,0,0.0,0,0,0.333333,0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,35,0,0,0,0,0,0,0,0,0,0,0,2,2,34,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,2,3,0,2,0,0,1,0,0,0,2,0,0,0.333333,1,2,2,2,0,0,0,0,0,0,0,3,0,2,3,0,0,0,0,0,0,0,2,0,2
0.0,0,0,0,2,4,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0,2,38,0,0,0,0,0,0,0,0,0,0,0,5,5,34,0,0,0,0,0,2,0,2,0,0,0,0,1,0,1,0,4,1,2,2,1,1,1,2,4,0,0,0,0,0,2,2,0,2,0,0,0.0,0,5,5,2,0,0,0,1,0,1,0,4,1,2,4,0,0,0,0,1,0,0,7,0,0
0.0,0,0,0,4,1,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,5,0,2,48,0,0,0,0,0,0,0,0,0,0,0,12,13,36,0,0,0,0,0,7,2,1,0,2,0,0,1,2,1,0,8,2,0,0,2,1,3,7,8,0,0,0,0,0,2,3,0,4,0,0,0.0,0,12,13,7,2,2,0,1,2,1,0,8,3,7,8,0,0,0,0,1,0,0,9,0,0
0.333333,0,0,0,20,1,0.0,0,0,0.09803919999999999,0,0.0,0.0,5,0,0,0,0,1,0,0,0,2,0,3,1,5,7,0,2,105,0,0,1,0,0,0,0,0,0,0,0,46,56,50,0,0,0,0,0,10,3,1,2,4,2,1,2,4,2,0,10,4,0,0,19,2,28,10,10,0,0,0,0,1,2,21,0,4,0,0,0.09803919999999999,5,46,56,10,3,4,1,2,4,2,0,10,28,10,10,0,0,1,0,7,0,0,14,1,5
0.0,0,0,2,11,2,0.0,0,0,0.148148,0,0.0,0.0,4,0,0,0,0,1,0,2,0,1,0,2,0,1,5,0,2,68,0,0,0,0,0,0,0,0,0,0,0,23,26,43,0,0,0,0,0,21,4,1,4,0,4,0,1,0,1,0,13,2,0,0,8,1,17,21,12,0,0,0,0,0,2,9,0,3,0,0,0.148148,4,23,26,21,4,0,0,1,0,1,0,13,17,21,12,0,0,0,0,5,0,0,11,0,3
0.0,0,0,4,14,5,0.470383,1,6,0.0185185,1,0.372881,0.396226,1,0,12,0,0,1,0,0,0,2,0,1,0,6,5,0,2,106,0,0,0,0,0,0,0,0,0,22,21,53,59,48,0,0,0,0,0,13,0,1,2,11,2,0,1,11,1,0,4,1,0,0,12,1,29,13,4,0,0,0,0,0,2,13,0,6,0,0,0.0185185,1,53,59,13,0,11,0,1,11,1,0,4,29,13,4,0,2,0,0,7,0,0,25,2,10
0.0,0,0,0,7,5,0.0,0,0,0.0625,0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,2,0,3,5,0,2,55,0,0,0,0,0,0,0,0,0,0,0,15,16,40,0,0,0,0,0,10,0,1,1,3,1,0,1,3,1,0,5,2,0,0,3,1,7,10,5,0,0,0,0,0,2,4,0,4,0,0,0.0625,1,15,16,10,0,3,0,1,3,1,0,5,7,10,5,0,0,0,0,2,0,0,9,0,3
0.0,0,0,0,2,2,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,5,0,2,41,0,0,0,0,0,0,0,0,0,0,0,7,8,34,0,0,0,0,0,3,0,2,0,1,0,0,1,1,1,0,5,2,0,0,1,1,2,3,5,0,0,0,0,0,2,2,0,4,0,0,0.0,0,7,8,3,0,1,0,1,1,1,0,5,2,3,5,0,0,0,0,1,0,0,9,0,0
0.5,0,0,2,9,2,0.848485,1,5,0.15625,1,0.7,0.740741,5,0,12,0,0,1,0,0,0,0,0,2,3,5,5,0,2,75,0,0,0,0,0,0,0,0,0,21,20,27,30,46,0,0,0,0,0,12,0,2,3,5,3,0,1,5,1,0,5,2,1,1,5,1,14,12,5,0,0,1,0,1,1,6,0,4,0,0,0.15625,5,27,30,12,0,5,0,1,5,1,0,5,14,12,5,0,0,0,0,5,0,0,21,0,7
0.5,0,0,0,8,2,0.0,0,0,0.230769,0,0.0,0.0,3,0,0,0,0,1,0,0,0,0,0,5,1,5,5,0,2,53,0,0,0,0,0,0,0,0,0,0,0,10,13,41,0,0,0,0,0,12,4,2,0,0,0,0,1,0,1,0,15,5,1,1,5,1,6,12,15,0,0,0,0,1,1,6,0,2,0,0,0.230769,3,10,13,12,4,0,0,1,0,1,0,15,6,12,15,0,0,0,0,1,0,0,7,0,5
0.0,0,0,0,5,2,0.0,0,0,0.1,0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,4,1,0,5,0,2,48,0,0,0,0,0,0,0,0,0,0,0,9,11,38,0,0,0,0,0,12,4,2,0,2,0,0,1,2,1,0,14,4,2,3,1,1,1,12,14,0,0,0,0,0,2,2,0,4,0,0,0.1,1,9,11,12,4,2,0,1,2,1,0,14,1,12,14,0,0,0,0,1,0,0,9,0,0
0.25,0,0,2,9,4,0.0,0,0,0.14285699999999998,0,0.0,0.0,4,0,0,0,0,1,0,0,0,0,0,4,4,2,9,0,2,71,0,0,0,0,0,0,0,0,1,0,0,24,31,41,0,0,0,0,0,14,4,4,1,4,1,0,3,4,3,0,16,4,4,4,3,1,9,14,16,0,0,0,0,1,3,6,0,4,0,0,0.14285699999999998,4,24,31,14,4,4,0,3,4,3,0,16,9,14,16,0,0,0,0,5,0,0,13,0,4
0.5,0,0,0,4,1,0.0,0,0,0.5,0,0.0,0.0,5,0,0,0,0,1,0,0,0,0,0,6,5,0,3,0,2,47,0,0,2,0,0,0,0,0,0,0,0,5,5,43,0,0,0,0,0,12,4,1,0,0,0,0,1,0,1,0,16,6,0,0,1,1,1,12,16,0,0,0,0,1,1,2,0,2,0,0,0.5,5,5,5,12,4,0,0,1,0,1,0,16,1,12,16,0,0,0,0,1,0,0,7,0,0
0.5,0,0,0,9,1,0.0,0,0,0.173913,0,0.0,0.0,4,0,0,0,0,1,0,0,0,0,0,5,1,5,5,0,2,65,0,0,0,0,0,0,0,0,0,0,0,19,25,41,0,0,0,0,0,14,4,1,0,2,0,0,1,2,1,0,15,5,0,0,7,1,10,14,15,0,0,0,0,1,1,8,0,4,0,0,0.173913,4,19,25,14,4,2,0,1,2,1,0,15,10,14,15,0,0,0,0,1,0,0,9,0,5
0.5,0,0,0,14,1,0.0,0,0,0.103448,0,0.0,0.0,3,0,0,0,0,1,0,0,0,2,0,5,2,9,5,0,2,80,0,0,0,0,0,0,0,0,0,0,0,26,38,43,0,0,0,0,0,19,4,1,0,5,0,0,1,5,1,0,17,5,0,0,12,1,16,19,17,0,0,0,0,1,1,13,0,5,0,0,0.103448,3,26,38,19,4,5,0,1,5,1,0,17,16,19,17,0,0,0,0,1,0,0,12,0,9
0.5,0,0,0,11,1,0.0,0,0,0.07142860000000001,0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,5,1,11,5,0,2,55,0,0,0,0,0,0,0,0,0,0,0,13,15,41,0,0,0,0,0,14,4,1,0,0,0,0,1,0,1,0,17,5,0,0,3,1,9,14,17,0,0,0,0,1,1,4,0,2,0,0,0.07142860000000001,1,13,15,14,4,0,0,1,0,1,0,17,9,14,17,0,0,0,0,1,0,0,8,0,11
0.5,0,0,0,13,1,0.0,0,0,0.166667,0,0.0,0.0,4,0,0,0,0,1,0,0,0,1,0,5,2,10,5,0,2,70,0,0,0,0,0,0,0,0,0,0,0,20,29,42,0,0,0,0,0,17,4,1,0,3,0,0,1,3,1,0,17,5,0,0,9,1,11,17,17,0,0,0,0,1,1,10,0,5,0,0,0.166667,4,20,29,17,4,3,0,1,3,1,0,17,11,17,17,0,0,0,0,1,0,0,11,0,10
