Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,Android Rules,Basic Rules,Brace Rules,Clone Implementation Rules,Clone Metric Rules,Code Size Rules,Cohesion Metric Rules,Comment Rules,Complexity Metric Rules,Controversial Rules,Coupling Metric Rules,Coupling Rules,Design Rules,Documentation Metric Rules,Empty Code Rules,Finalizer Rules,Import Statement Rules,Inheritance Metric Rules,J2EE Rules,JUnit Rules,Jakarta Commons Logging Rules,Java Logging Rules,JavaBean Rules,MigratingToJUnit4 Rules,Migration Rules,Migration13 Rules,Migration14 Rules,Migration15 Rules,Naming Rules,Optimization Rules,Security Code Guideline Rules,Size Metric Rules,Strict Exception Rules,String and StringBuffer Rules,Type Resolution Rules,Unnecessary and Unused Code Rules,Vulnerability Rules,Number of bugs
41,1,221,2,0.101341,1,10,2,0.110497,0.13985999999999998,20,20,1,3,3,32,11,1,1,23,31,1.0,0.15753399999999998,23,20,3,0,0.13855399999999998,23,1,1,0,0,1,123,156,6,1,6,1,8,0,2,0,8,77,0,2,0,143,181,10,1,10,1,11,0,2,0,11,83,0,2,0,0,4,39,1,8,0,0,8,0,9,0,0,0,1,0,1,0,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
34,1,135,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,14,5,3,6,3,15,0.9,0.224719,20,20,9,1,0.224719,20,0,0,0,0,0,69,102,8,8,8,8,12,0,9,0,12,35,0,9,0,69,102,8,8,8,8,12,0,9,0,12,35,0,9,0,0,0,14,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
126,2,148,3,0.0,0,0,0,0.0,0.0,0,0,1,1,1,4,0,1,1,0,2,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0,0,19,23,5,0,5,0,2,0,1,0,2,9,0,1,0,19,23,5,0,5,0,2,0,1,0,2,9,0,1,0,0,1,7,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30,1,59,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,3,2,2,2,0,3,0.5,0.4,12,12,2,2,0.4,12,1,1,0,0,1,18,30,1,0,1,0,3,0,3,0,3,8,0,3,0,18,30,1,0,1,0,3,0,3,0,3,8,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,1,39,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,2,1,0,0,1,0.5,0.625,10,9,1,1,0.625,10,1,1,0,0,1,6,7,0,0,0,0,1,0,1,0,1,1,0,1,0,6,7,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1,172,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,18,3,1,1,1,5,0.5,0.152174,21,19,2,2,0.152174,21,1,1,0,0,1,117,139,1,1,1,1,4,0,3,0,4,82,0,3,0,117,139,1,1,1,1,4,0,3,0,4,82,0,3,0,0,0,14,0,6,0,0,4,0,0,0,0,0,1,1,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
28,1,34,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,2,1,0,0,1,0.5,0.461538,6,6,1,1,0.461538,6,1,1,0,0,1,7,7,0,0,0,0,1,0,1,0,1,2,0,1,0,7,7,0,0,0,0,1,0,1,0,1,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
178,2,382,3,0.0,0,0,0,0.0,0.0,0,0,2,1,1,24,5,7,7,2,23,0.9545450000000001,0.391534,74,74,21,1,0.391534,74,0,0,0,0,0,115,205,14,0,14,0,21,0,21,0,21,60,0,21,0,115,205,14,0,14,0,21,0,21,0,21,60,0,21,0,0,0,22,0,28,0,0,6,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,4,0,0,0,0,0,0
39,1,208,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,19,2,2,2,2,12,0.25,0.5,82,79,1,3,0.5,82,1,1,1,1,1,82,170,9,7,9,7,10,2,3,0,10,39,2,3,0,82,170,9,7,9,7,10,2,3,0,10,39,2,3,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
35,1,52,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,0,0,1,3,0.5,0.28571399999999997,6,6,1,1,0.28571399999999997,6,2,2,0,0,1,15,18,10,8,1,1,2,0,1,0,12,7,2,4,0,15,18,10,8,1,1,2,0,1,0,12,7,2,4,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
28,1,46,2,0.0,0,0,0,0.0,0.0,0,0,0,1,1,4,2,1,1,2,4,0.333333,0.304348,7,7,1,2,0.304348,7,1,1,0,0,1,16,19,1,1,1,1,2,0,2,0,2,4,0,2,0,16,19,1,1,1,1,2,0,2,0,2,4,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,49,2,0.0,0,0,0,0.0,0.0,0,0,0,1,1,4,3,1,1,3,5,0.333333,0.291667,7,7,1,2,0.291667,7,1,1,0,0,1,17,20,1,1,1,1,2,0,2,0,2,5,0,2,0,17,20,1,1,1,1,2,0,2,0,2,5,0,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,68,2,0.0,0,0,0,0.0,0.0,0,0,7,0,0,7,1,0,0,1,8,0.0,0.0,0,0,0,8,0.0,0,0,0,0,0,0,52,59,0,0,0,0,7,0,7,0,7,28,0,7,0,52,59,0,0,0,0,7,0,7,0,7,28,0,7,0,0,0,18,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
142,2,560,3,0.0,0,0,0,0.0,0.0,0,0,3,2,2,61,13,2,2,11,33,0.9545450000000001,0.44031800000000004,166,166,21,1,0.44031800000000004,166,0,0,0,0,0,211,419,33,0,33,0,22,3,21,0,22,106,3,21,0,211,419,33,0,33,0,22,3,21,0,22,106,3,21,0,0,0,19,0,43,0,0,8,0,0,0,1,0,0,0,1,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,0,10,0,0,0,0,0,1
107,2,109,3,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,0,3,3,1,0,1,0,0,1,0,0,0,0,1,0,0,3,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
111,2,114,3,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,0,4,4,2,0,2,0,0,2,0,0,0,0,2,0,0,4,4,2,0,2,0,0,2,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
75,2,100,3,0.0,0,0,0,0.0,0.0,0,0,0,1,1,5,3,1,0,1,5,0.0,0.0,0,0,0,5,0.0,0,0,0,0,0,0,23,26,0,4,0,4,4,0,4,0,4,8,0,4,0,23,26,0,4,0,4,4,0,4,0,4,8,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2,104,3,0.0,0,0,0,0.0,0.0,0,0,0,1,1,5,3,1,0,1,5,0.0,0.0,0,0,0,5,0.0,0,0,0,0,0,0,25,30,0,4,0,4,4,0,4,0,4,9,0,4,0,25,30,0,4,0,4,4,0,4,0,4,9,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,2,134,3,0.0,0,0,0,0.0,0.0,0,0,0,1,1,5,5,1,0,1,5,0.0,0.0,0,0,0,5,0.0,0,0,0,0,0,0,32,41,1,4,1,4,4,0,4,0,4,15,0,4,0,36,45,3,4,3,4,4,2,4,0,4,15,2,4,0,0,0,20,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
136,2,151,3,0.0,0,0,0,0.0,0.0,0,0,1,2,2,3,2,1,0,1,2,0.0,0.0,0,0,0,2,0.0,0,2,2,0,0,1,14,16,1,0,1,0,1,0,1,0,5,6,0,5,0,14,16,1,0,1,0,1,0,1,0,5,6,0,5,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80,2,168,3,0.0,0,0,0,0.0,0.0,0,0,7,0,0,9,4,1,1,1,10,0.0,0.0,0,0,0,9,0.0,0,0,0,0,0,0,43,55,2,1,2,1,9,0,8,0,9,12,0,8,0,74,89,2,1,2,1,12,0,11,0,16,28,0,15,0,0,0,32,2,6,0,0,0,0,0,0,2,0,0,0,0,0,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40,1,78,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,3,6,0,0,4,6,0.5,0.20689699999999997,6,5,1,1,0.153846,6,0,0,0,0,0,23,29,1,0,1,0,2,0,1,0,2,11,0,1,0,33,39,1,0,1,0,4,0,3,0,12,15,0,11,0,0,0,17,0,4,0,0,0,0,0,0,0,0,0,1,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1,58,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,3,3,1,1,2,5,1.0,0.636364,21,21,3,0,0.636364,21,3,3,0,0,1,12,27,7,1,0,1,3,0,2,0,14,3,0,11,0,12,27,7,1,0,1,3,0,2,0,14,3,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1,89,2,0.0,0,0,0,0.0,0.0,0,0,1,3,2,8,3,0,0,3,7,0.6,0.333333,19,18,3,2,0.333333,19,2,2,0,0,1,38,56,5,0,2,0,4,0,4,0,8,20,0,8,0,38,56,5,0,2,0,4,0,4,0,8,20,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,66,2,0.0,0,0,0,0.0,0.0,0,0,0,1,1,4,4,1,2,3,6,1.0,0.552632,21,21,3,0,0.552632,21,3,3,0,0,1,17,34,9,1,2,1,3,0,2,0,14,5,0,11,0,17,34,9,1,2,1,3,0,2,0,14,5,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1,51,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,3,3,1,1,2,5,0.75,0.541667,13,12,3,1,0.541667,13,2,2,0,0,1,11,20,3,0,0,0,3,0,3,0,7,2,0,7,0,11,20,3,0,0,0,3,0,3,0,7,2,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,29,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,1,1,0,0,1,0.5,0.5,6,6,1,1,0.5,6,1,1,0,0,1,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,53,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,3,2,1,0,1,3,0.5,0.25,7,6,1,1,0.25,7,1,1,0,0,1,21,24,2,1,2,1,2,0,1,0,2,10,0,1,0,21,24,2,1,2,1,2,0,1,0,2,10,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1,84,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,9,2,0,0,5,12,0.2,0.2,10,10,1,4,0.2,10,3,3,0,0,1,40,48,7,2,1,1,7,0,4,0,17,14,0,13,0,40,48,7,2,1,1,7,0,4,0,17,14,0,13,0,0,0,18,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1,79,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,9,1,1,1,5,11,0.14285699999999998,0.2,10,9,1,6,0.2,10,1,1,0,0,1,40,48,2,0,2,0,6,0,6,0,6,15,0,6,0,40,48,2,0,2,0,6,0,6,0,6,15,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1,109,2,0.40565999999999997,2,8,2,0.314286,0.37931,22,22,2,3,3,12,2,0,0,5,12,0.2,0.216216,16,16,1,4,0.216216,16,3,3,0,0,1,58,70,7,2,1,1,7,0,4,0,17,27,0,13,0,58,70,7,2,1,1,7,0,4,0,17,27,0,13,0,0,0,30,0,1,0,0,0,0,12,0,1,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,86,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,9,1,0,0,5,11,0.28571399999999997,0.259259,14,13,2,5,0.259259,14,1,1,0,0,1,40,54,3,0,3,0,6,0,6,0,6,16,0,6,0,40,54,3,0,3,0,6,0,6,0,6,16,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,103,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,10,2,1,1,5,13,0.333333,0.19697,13,12,2,4,0.19697,13,3,3,0,0,1,53,65,9,2,3,1,8,0,5,0,18,21,0,14,0,53,65,9,2,3,1,8,0,5,0,18,21,0,14,0,0,0,18,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,142,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,23,1,1,1,0,9,0.625,0.25,29,28,5,3,0.25,29,1,1,0,0,1,87,122,3,0,3,0,9,0,7,0,9,43,0,7,0,87,122,3,0,3,0,9,0,7,0,9,43,0,7,0,0,3,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
40,1,122,2,0.34126999999999996,2,8,2,0.26506,0.318841,22,22,2,3,3,15,2,0,0,5,13,0.166667,0.197674,17,16,1,5,0.197674,17,3,3,0,0,1,69,83,7,2,1,1,8,0,5,0,18,33,0,14,0,69,83,7,2,1,1,8,0,5,0,18,33,0,14,0,0,0,32,0,1,0,0,0,0,12,0,1,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1,37,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,1,1.0,0.571429,8,8,1,0,0.571429,8,2,2,0,0,1,6,6,1,0,0,0,1,0,0,0,6,1,0,5,0,6,6,1,0,0,0,1,0,0,0,6,1,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,47,2,0.0,0,0,0,0.0,0.0,0,0,2,0,0,2,1,1,0,2,4,1.0,0.725,29,29,3,0,0.725,29,3,3,0,0,1,11,37,9,2,1,0,2,0,2,0,58,2,0,51,0,11,37,9,2,1,0,2,0,2,0,58,2,0,51,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46,1,1169,2,0.387836,8,48,16,0.21174400000000002,0.371567,238,230,3,3,3,120,4,4,3,1,57,0.7,0.421109,395,380,35,15,0.413534,440,2,2,1,1,1,543,992,8,2,8,2,56,0,49,0,56,367,0,49,0,624,1124,14,2,14,2,69,0,52,0,81,410,0,58,0,0,8,196,2,137,0,0,89,0,111,0,3,0,1,16,0,0,28,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,8,1,0,2,0,0
91,2,100,3,0.0,0,0,0,0.0,0.0,0,0,1,0,0,2,0,1,1,0,2,0.5,0.1,1,1,1,1,0.1,1,0,0,0,0,0,9,10,0,0,0,0,2,0,1,0,2,2,0,1,0,9,10,0,0,0,0,2,0,1,0,2,2,0,1,0,0,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
195,2,209,3,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,2,2,0,2,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,0,12,15,2,0,2,0,2,0,0,0,2,4,0,0,0,12,15,2,0,2,0,2,0,0,0,2,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,2,220,3,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,2,1,1,0,1,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,0,8,10,2,0,2,0,1,0,0,0,1,2,0,0,0,8,10,2,0,2,0,1,0,0,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,42,77,4,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,4,0,0,3,4,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0,0,12,12,0,0,0,0,1,0,1,0,1,5,0,1,0,12,12,0,0,0,0,1,0,1,0,1,5,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,32,384,5,0.0,0,0,0,0.0,0.0,0,0,1,1,1,3,4,0,0,4,5,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0,0,10,10,0,0,0,0,1,0,1,0,1,4,0,1,0,10,10,0,0,0,0,1,0,1,0,1,4,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
390,32,395,5,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,2,0,0,1,2,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,29,86,4,0.0,0,0,0,0.0,0.0,0,0,1,2,2,3,2,0,0,1,2,0.0,0.0666667,1,0,0,2,0.0666667,1,0,0,0,0,0,14,14,0,0,0,0,1,0,1,0,1,7,0,1,0,14,14,0,0,0,0,1,0,1,0,1,7,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,5,104,6,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,4,7,0,1,1.0,0.666667,16,16,1,0,0.666667,16,0,0,0,0,0,8,26,3,0,3,0,1,0,0,0,1,1,0,0,0,8,26,3,0,3,0,1,0,0,0,1,1,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1013,5,1110,6,0.0,0,0,0,0.0,0.0,0,0,1,4,2,17,2,2,0,1,9,0.25,0.293478,27,23,1,3,0.293478,27,0,0,2,2,0,65,98,3,0,3,0,8,0,3,0,8,38,0,3,0,65,98,3,0,3,0,8,0,3,0,8,38,0,3,0,0,0,13,0,17,0,0,9,0,0,0,0,0,0,5,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1113,5,1116,6,0.0,0,0,0,0.0,0.0,0,0,2,0,0,2,3,1,0,0,2,1.0,0.2,1,1,1,0,0.2,1,1,1,0,0,1,4,4,3,0,0,0,2,0,0,0,8,2,0,3,0,4,4,3,0,0,0,2,0,0,0,8,2,0,3,0,0,0,7,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1119,5,1122,6,0.0,0,0,0,0.0,0.0,0,0,2,0,0,2,3,1,0,0,2,1.0,0.2,1,1,1,0,0.2,1,1,1,0,0,1,4,4,3,0,0,0,2,0,0,0,8,2,0,3,0,4,4,3,0,0,0,2,0,0,0,8,2,0,3,0,0,0,7,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,35,56,4,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,1,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,1,0,1,3,0,1,0,8,8,0,0,0,0,1,0,1,0,1,3,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,29,102,4,0.0,0,0,0,0.0,0.0,0,0,1,3,3,3,2,0,0,1,2,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0,0,22,22,0,0,0,0,1,0,1,0,1,12,0,1,0,22,22,0,0,0,0,1,0,1,0,1,12,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,60,65,4,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,1,0,0,1,2,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,61,65,4,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,1,0,0,1,2,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,61,74,4,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,1,0,0,1,2,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,3,97,4,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,0,4,4,2,0,2,0,0,2,0,0,0,0,2,0,0,4,4,2,0,2,0,0,2,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
110,100,145,5,0.0,0,0,0,0.0,0.0,0,0,3,1,1,8,3,0,0,1,4,0.0,0.0,0,0,0,4,0.0,0,2,2,0,0,1,33,36,0,0,0,0,3,0,3,0,7,16,0,7,0,33,36,0,0,0,0,3,0,3,0,7,16,0,7,0,0,0,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,123,69,4,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,1,0.0,0.0,0,0,0,2,0.0,0,2,2,0,0,1,7,7,0,0,0,0,1,0,1,0,5,2,0,5,0,7,7,0,0,0,0,1,0,1,0,5,2,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,123,76,4,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,1,0.0,0.0,0,0,0,2,0.0,0,2,2,0,0,1,7,7,0,0,0,0,1,0,1,0,5,2,0,5,0,7,7,0,0,0,0,1,0,1,0,5,2,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
