"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of developer commits","Number of committers","Number of previous fixes","Number of previous modifications","Number of bugs"
"L12698","WeightedPrediction.java","rdf-common/src/main/java/com/cloudera/oryx/rdf/common/eval/WeightedPrediction.java","L12696","8","0","55","327","1","1","1","0"
"L12833","CategoricalFeature.java","rdf-common/src/main/java/com/cloudera/oryx/rdf/common/example/CategoricalFeature.java","L12832","3","0","44","327","1","0","1","0"
"L12834","Example.java","rdf-common/src/main/java/com/cloudera/oryx/rdf/common/example/Example.java","L12832","7","0","51","327","1","1","1","0"
"L12835","ExampleSet.java","rdf-common/src/main/java/com/cloudera/oryx/rdf/common/example/ExampleSet.java","L12832","18","0","133","327","1","0","5","0"
"L12838","IgnoredFeature.java","rdf-common/src/main/java/com/cloudera/oryx/rdf/common/example/IgnoredFeature.java","L12832","1","0","22","327","1","1","1","0"
"L13016","CategoricalInformation.java","rdf-common/src/main/java/com/cloudera/oryx/rdf/common/information/CategoricalInformation.java","L13015","7","0","53","327","1","0","1","0"
"L13017","Information.java","rdf-common/src/main/java/com/cloudera/oryx/rdf/common/information/Information.java","L13015","6","0","32","327","1","0","3","0"
"L13018","NumericalInformation.java","rdf-common/src/main/java/com/cloudera/oryx/rdf/common/information/NumericalInformation.java","L13015","14","0","66","327","1","0","1","0"
"L13120","DecisionForestPMML.java","rdf-common/src/main/java/com/cloudera/oryx/rdf/common/pmml/DecisionForestPMML.java","L13119","28","0","314","327","1","1","14","0"
"L13224","CategoricalDecision.java","rdf-common/src/main/java/com/cloudera/oryx/rdf/common/rule/CategoricalDecision.java","L13223","33","0","254","327","1","1","7","0"
"L13226","Decision.java","rdf-common/src/main/java/com/cloudera/oryx/rdf/common/rule/Decision.java","L13223","4","0","49","327","1","0","1","0"
"L13227","NumericDecision.java","rdf-common/src/main/java/com/cloudera/oryx/rdf/common/rule/NumericDecision.java","L13223","8","0","89","327","1","0","2","0"
"L13452","DecisionForest.java","rdf-common/src/main/java/com/cloudera/oryx/rdf/common/tree/DecisionForest.java","L13451","14","0","196","327","1","1","6","0"
"L13454","DecisionTree.java","rdf-common/src/main/java/com/cloudera/oryx/rdf/common/tree/DecisionTree.java","L13451","28","0","232","327","1","0","6","0"
"L13458","TreePath.java","rdf-common/src/main/java/com/cloudera/oryx/rdf/common/tree/TreePath.java","L13451","12","0","68","327","1","0","1","0"
"L12707","WeightedPredictionTest.java","rdf-common/src/test/java/com/cloudera/oryx/rdf/common/eval/WeightedPredictionTest.java","L12706","1","0","58","327","1","0","1","0"
"L13020","CategoricalInformationTest.java","rdf-common/src/test/java/com/cloudera/oryx/rdf/common/information/CategoricalInformationTest.java","L13019","6","0","120","327","1","0","3","0"
"L13022","NumericInformationTest.java","rdf-common/src/test/java/com/cloudera/oryx/rdf/common/information/NumericInformationTest.java","L13019","4","0","94","327","1","0","3","0"
"L13683","CovtypeIT.java","rdf-computation/src/it/java/com/cloudera/oryx/rdf/computation/CovtypeIT.java","L13681","5","0","71","327","1","1","6","0"
"L13684","IrisIT.java","rdf-computation/src/it/java/com/cloudera/oryx/rdf/computation/IrisIT.java","L13681","3","0","68","327","1","1","5","0"
"L13685","WineQualityIT.java","rdf-computation/src/it/java/com/cloudera/oryx/rdf/computation/WineQualityIT.java","L13681","5","0","61","327","1","1","10","0"
"L13693","RDFDistributedGenerationRunner.java","rdf-computation/src/main/java/com/cloudera/oryx/rdf/computation/RDFDistributedGenerationRunner.java","L13692","25","0","203","327","1","2","15","0"
"L13695","RDFJobStepConfig.java","rdf-computation/src/main/java/com/cloudera/oryx/rdf/computation/RDFJobStepConfig.java","L13692","1","0","28","327","1","1","2","0"
"L13750","BuildTreeFn.java","rdf-computation/src/main/java/com/cloudera/oryx/rdf/computation/build/BuildTreeFn.java","L13749","17","0","163","327","1","1","16","0"
"L13752","DistributeExampleFn.java","rdf-computation/src/main/java/com/cloudera/oryx/rdf/computation/build/DistributeExampleFn.java","L13749","5","0","41","327","1","0","2","0"
"L13753","MergeNewOldStep.java","rdf-computation/src/main/java/com/cloudera/oryx/rdf/computation/build/MergeNewOldStep.java","L13749","3","0","37","327","1","1","2","0"
"L13842","RDFLocalGenerationRunner.java","rdf-computation/src/main/java/com/cloudera/oryx/rdf/computation/local/RDFLocalGenerationRunner.java","L13841","2","0","47","327","1","1","3","0"
"L13843","ReadInputs.java","rdf-computation/src/main/java/com/cloudera/oryx/rdf/computation/local/ReadInputs.java","L13841","14","0","94","327","2","0","4","0"
"L13923","RDFGenerationManager.java","rdf-serving/src/main/java/com/cloudera/oryx/rdf/serving/generation/RDFGenerationManager.java","L13921","5","0","67","327","1","1","4","0"
"L13957","AbstractRDFServlet.java","rdf-serving/src/main/java/com/cloudera/oryx/rdf/serving/web/AbstractRDFServlet.java","L13956","7","0","70","327","1","0","1","0"
"L13958","ClassificationDistributionServlet.java","rdf-serving/src/main/java/com/cloudera/oryx/rdf/serving/web/ClassificationDistributionServlet.java","L13956","10","0","93","327","1","1","6","0"
"L13959","ClassifyServlet.java","rdf-serving/src/main/java/com/cloudera/oryx/rdf/serving/web/ClassifyServlet.java","L13956","10","0","91","327","1","1","10","0"
"L13960","FeatureImportanceServlet.java","rdf-serving/src/main/java/com/cloudera/oryx/rdf/serving/web/FeatureImportanceServlet.java","L13956","6","0","43","327","1","0","4","0"
"L13961","RDFServingInitListener.java","rdf-serving/src/main/java/com/cloudera/oryx/rdf/serving/web/RDFServingInitListener.java","L13956","5","0","55","327","1","0","2","0"
"L13963","TrainServlet.java","rdf-serving/src/main/java/com/cloudera/oryx/rdf/serving/web/TrainServlet.java","L13956","10","0","69","327","1","0","4","0"
"L14090","Runner.java","serving/src/main/java/com/cloudera/oryx/serving/Runner.java","L14089","25","0","280","327","1","2","10","0"
"L14205","ConfigServlet.java","serving/src/main/java/com/cloudera/oryx/serving/web/ConfigServlet.java","L14204","1","0","15","327","1","0","1","0"
"L14101","GenerationManager.java","serving-common/src/main/java/com/cloudera/oryx/serving/generation/GenerationManager.java","L14100","31","0","236","327","1","2","4","0"
"L14179","ServletStats.java","serving-common/src/main/java/com/cloudera/oryx/serving/stats/ServletStats.java","L14178","1","0","37","327","1","0","1","0"
"L14202","AbstractOryxServingInitListener.java","serving-common/src/main/java/com/cloudera/oryx/serving/web/AbstractOryxServingInitListener.java","L14201","6","0","89","327","1","0","1","0"
"L14203","AbstractOryxServlet.java","serving-common/src/main/java/com/cloudera/oryx/serving/web/AbstractOryxServlet.java","L14201","26","0","186","327","1","1","8","0"
