"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Clone Metric Rules","Code Size Rules","Cohesion Metric Rules","Comment Rules","Complexity Metric Rules","Controversial Rules","Coupling Metric Rules","Coupling Rules","Design Rules","Documentation Metric Rules","Empty Code Rules","Finalizer Rules","Import Statement Rules","Inheritance Metric Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Size Metric Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules","Number of bugs"
"L34858","FailableCache$1","org.elasticsearch.common.inject.internal.FailableCache$1","L32454","L103","src\main\java\org\elasticsearch\common\inject\internal\FailableCache.java","33","39","44","14","0","0","0","0","0","0","0","0","1","1","1","3","3","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","12","12","0","0","0","0","1","0","1","0","1","6","0","1","0","12","12","0","0","0","0","1","0","1","0","1","6","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L35020","Join$JoinException","org.elasticsearch.common.inject.internal.Join$JoinException","L34940","L103","src\main\java\org\elasticsearch\common\inject\internal\Join.java","313","5","319","6","0","0","0","0","0","0","0","0","0","0","0","1","0","1","2","0","1","1","0.454545","5","5","1","0","0.454545","5","0","0","0","0","0","6","7","1","0","1","0","1","0","0","0","1","1","0","0","0","6","7","1","0","1","0","1","0","0","0","1","1","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L35169","MoreTypes$ParameterizedTypeImpl","org.elasticsearch.common.inject.internal.MoreTypes$ParameterizedTypeImpl","L35135","L103","src\main\java\org\elasticsearch\common\inject\internal\MoreTypes.java","438","5","511","6","0","0","0","0","0","0","0","0","4","2","2","19","2","2","2","6","14","0","0.0163934","1","0","0","9","0.0163934","1","1","1","0","0","1","60","74","4","3","4","3","8","0","8","0","8","27","0","8","0","60","74","4","3","4","3","8","0","8","0","8","27","0","8","0","0","0","20","0","2","0","0","0","0","0","0","1","0","0","0","0","0","2","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L35172","MoreTypes$GenericArrayTypeImpl","org.elasticsearch.common.inject.internal.MoreTypes$GenericArrayTypeImpl","L35135","L103","src\main\java\org\elasticsearch\common\inject\internal\MoreTypes.java","513","5","546","6","0","0","0","0","0","0","0","0","4","0","0","7","2","2","2","5","11","0","0","0","0","0","7","0","0","1","1","0","0","1","27","34","2","1","2","1","6","0","6","0","6","6","0","6","0","27","34","2","1","2","1","6","0","6","0","6","6","0","6","0","0","0","16","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L35175","MoreTypes$WildcardTypeImpl","org.elasticsearch.common.inject.internal.MoreTypes$WildcardTypeImpl","L35135","L103","src\main\java\org\elasticsearch\common\inject\internal\MoreTypes.java","553","5","606","6","0","0","0","0","0","0","0","0","4","1","1","12","2","2","3","6","13","0.125","0.102041","5","5","1","7","0.102041","5","1","1","0","0","1","44","54","3","2","3","2","7","0","7","0","7","18","0","7","0","44","54","3","2","3","2","7","0","7","0","7","18","0","7","0","0","0","18","0","2","0","0","0","0","0","0","1","0","0","0","0","0","2","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L35200","MoreTypes$MemberImpl","org.elasticsearch.common.inject.internal.MoreTypes$MemberImpl","L35135","L103","src\main\java\org\elasticsearch\common\inject\internal\MoreTypes.java","618","5","655","6","0","0","0","0","0","0","0","0","2","0","0","6","1","1","1","3","9","0.166667","0.135135","5","5","1","5","0.135135","5","0","0","0","0","0","32","38","6","3","6","3","6","0","5","0","6","11","0","5","0","32","38","6","3","6","3","6","0","5","0","6","11","0","5","0","0","0","17","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0"
"L35583","Scoping$1","org.elasticsearch.common.inject.internal.Scoping$1","L31868","L103","src\main\java\org\elasticsearch\common\inject\internal\Scoping.java","40","58","58","6","0","0","0","0","0","0","0","0","3","0","0","4","5","0","0","0","4","0","0.0625","1","0","0","5","0.0625","1","1","1","0","0","1","15","19","4","3","0","1","4","0","4","0","12","3","4","11","0","15","19","4","3","0","1","4","0","4","0","12","3","4","11","0","0","0","12","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"L35603","Scoping$2","org.elasticsearch.common.inject.internal.Scoping$2","L31868","L103","src\main\java\org\elasticsearch\common\inject\internal\Scoping.java","60","70","78","6","0","0","0","0","0","0","0","0","3","0","0","4","4","0","0","0","4","0","0","0","0","0","5","0","0","1","1","0","0","1","16","19","4","3","0","1","4","0","4","0","12","4","4","11","0","16","19","4","3","0","1","4","0","4","0","12","4","4","11","0","0","0","14","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"L35617","Scoping$3","org.elasticsearch.common.inject.internal.Scoping$3","L31868","L103","src\main\java\org\elasticsearch\common\inject\internal\Scoping.java","80","68","98","6","0","0","0","0","0","0","0","0","3","0","0","4","5","0","0","0","4","0","0","0","0","0","5","0","0","1","1","0","0","1","16","19","4","3","0","1","4","0","4","0","12","4","4","11","0","16","19","4","3","0","1","4","0","4","0","12","4","4","11","0","0","0","14","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"L35631","Scoping$4","org.elasticsearch.common.inject.internal.Scoping$4","L31868","L103","src\main\java\org\elasticsearch\common\inject\internal\Scoping.java","100","65","118","6","0","0","0","0","0","0","0","0","3","0","0","4","5","0","0","0","4","0","0","0","0","0","5","0","0","1","1","0","0","1","16","19","4","3","0","1","4","0","4","0","12","4","4","11","0","16","19","4","3","0","1","4","0","4","0","12","4","4","11","0","0","0","14","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"L36101","AbstractMatcher$AndMatcher<T extends Object>","org.elasticsearch.common.inject.matcher.AbstractMatcher$AndMatcher","L36086","L103","src\main\java\org\elasticsearch\common\inject\matcher\AbstractMatcher.java","36","5","66","6","0","0","0","0","0","0","0","0","1","0","0","8","2","1","1","1","6","0","0","0","0","0","6","0","0","2","2","0","0","1","25","31","3","0","3","0","5","0","5","0","7","6","0","7","0","25","31","3","0","3","0","5","0","5","0","7","6","0","7","0","0","0","13","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L36111","AbstractMatcher$OrMatcher<T extends Object>","org.elasticsearch.common.inject.matcher.AbstractMatcher$OrMatcher","L36086","L103","src\main\java\org\elasticsearch\common\inject\matcher\AbstractMatcher.java","68","5","98","6","0","0","0","0","0","0","0","0","1","0","0","8","2","1","1","1","6","0","0","0","0","0","6","0","0","2","2","0","0","1","25","31","3","0","3","0","5","0","5","0","7","6","0","7","0","25","31","3","0","3","0","5","0","5","0","7","6","0","7","0","0","0","13","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L36178","Matchers$Any","org.elasticsearch.common.inject.matcher.Matchers$Any","L36168","L103","src\main\java\org\elasticsearch\common\inject\matcher\Matchers.java","47","5","62","6","0","0","0","0","0","0","0","0","3","0","0","3","2","0","0","1","4","0","0","0","0","0","4","0","0","2","2","0","0","1","13","16","1","0","1","0","3","0","3","0","5","3","0","5","0","13","16","1","0","1","0","3","0","3","0","5","3","0","5","0","0","0","10","0","2","0","0","0","0","0","0","1","0","0","0","0","0","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"L36198","Matchers$Not<T extends Object>","org.elasticsearch.common.inject.matcher.Matchers$Not","L36168","L103","src\main\java\org\elasticsearch\common\inject\matcher\Matchers.java","71","5","99","6","0","0","0","0","0","0","0","0","1","0","0","6","2","1","1","1","6","0","0","0","0","0","5","0","0","2","2","0","0","1","23","29","2","0","2","0","5","0","4","0","7","5","0","6","0","23","29","2","0","2","0","5","0","4","0","7","5","0","6","0","0","0","13","0","3","0","0","0","0","0","0","0","0","0","1","0","0","1","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"L36229","Matchers$AnnotatedWithType","org.elasticsearch.common.inject.matcher.Matchers$AnnotatedWithType","L36168","L103","src\main\java\org\elasticsearch\common\inject\matcher\Matchers.java","117","5","147","6","0","0","0","0","0","0","0","0","1","0","0","6","2","1","1","1","6","0","0","0","0","0","6","0","0","2","2","0","0","1","25","31","2","0","2","0","5","0","5","0","7","6","0","7","0","25","31","2","0","2","0","5","0","5","0","7","6","0","7","0","0","0","13","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L36252","Matchers$AnnotatedWith","org.elasticsearch.common.inject.matcher.Matchers$AnnotatedWith","L36168","L103","src\main\java\org\elasticsearch\common\inject\matcher\Matchers.java","158","5","189","6","0","0","0","0","0","0","0","0","1","0","0","7","2","1","1","1","6","0","0","0","0","0","6","0","0","2","2","0","0","1","26","32","2","0","2","0","5","0","5","0","7","7","0","7","0","26","32","2","0","2","0","5","0","5","0","7","7","0","7","0","0","1","13","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"L36270","Matchers$SubclassesOf","org.elasticsearch.common.inject.matcher.Matchers$SubclassesOf","L36168","L103","src\main\java\org\elasticsearch\common\inject\matcher\Matchers.java","199","5","228","6","0","0","0","0","0","0","0","0","1","0","0","6","1","1","1","0","5","0","0","0","0","0","6","0","0","2","2","0","0","1","24","30","2","0","2","0","5","0","5","0","7","5","0","7","0","24","30","2","0","2","0","5","0","5","0","7","5","0","7","0","0","0","13","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L36291","Matchers$Only","org.elasticsearch.common.inject.matcher.Matchers$Only","L36168","L103","src\main\java\org\elasticsearch\common\inject\matcher\Matchers.java","237","5","266","6","0","0","0","0","0","0","0","0","1","0","0","6","1","1","1","0","5","0","0","0","0","0","6","0","0","2","2","0","0","1","24","30","2","0","2","0","5","0","5","0","7","5","0","7","0","24","30","2","0","2","0","5","0","5","0","7","5","0","7","0","0","0","13","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"L36309","Matchers$IdenticalTo","org.elasticsearch.common.inject.matcher.Matchers$IdenticalTo","L36168","L103","src\main\java\org\elasticsearch\common\inject\matcher\Matchers.java","275","5","304","6","0","0","0","0","0","0","0","0","1","0","0","6","1","1","1","0","5","0","0","0","0","0","6","0","0","2","2","0","0","1","24","30","2","0","2","0","5","0","5","0","7","5","0","7","0","24","30","2","0","2","0","5","0","5","0","7","5","0","7","0","0","0","13","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L36332","Matchers$InPackage","org.elasticsearch.common.inject.matcher.Matchers$InPackage","L36168","L103","src\main\java\org\elasticsearch\common\inject\matcher\Matchers.java","314","5","348","6","0","0","0","0","0","0","0","0","1","0","0","7","2","1","1","1","7","0","0","0","0","0","7","0","0","2","2","0","0","1","28","35","3","0","3","0","6","0","6","0","8","7","0","8","0","28","35","3","0","3","0","6","0","6","0","8","7","0","8","0","0","0","15","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L36362","Matchers$InSubpackage","org.elasticsearch.common.inject.matcher.Matchers$InSubpackage","L36168","L103","src\main\java\org\elasticsearch\common\inject\matcher\Matchers.java","360","5","390","6","0","0","0","0","0","0","0","0","1","0","0","7","1","1","1","0","5","0","0","0","0","0","6","0","0","2","2","0","0","1","25","31","2","0","2","0","5","0","5","0","7","6","0","7","0","25","31","2","0","2","0","5","0","5","0","7","6","0","7","0","0","0","13","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L36386","Matchers$Returns","org.elasticsearch.common.inject.matcher.Matchers$Returns","L36168","L103","src\main\java\org\elasticsearch\common\inject\matcher\Matchers.java","400","5","428","6","0","0","0","0","0","0","0","0","1","0","0","6","2","1","1","1","6","0","0","0","0","0","6","0","0","2","2","0","0","1","23","29","2","0","2","0","5","0","5","0","7","5","0","7","0","23","29","2","0","2","0","5","0","5","0","7","5","0","7","0","0","0","13","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L36444","MembersInjectorImpl$1","org.elasticsearch.common.inject.MembersInjectorImpl$1","L32970","L103","src\main\java\org\elasticsearch\common\inject\MembersInjectorImpl.java","68","63","73","10","0","0","0","0","0","0","0","0","1","0","0","1","4","0","0","1","2","0","0","0","0","0","2","0","0","1","1","0","0","1","6","6","0","0","0","0","1","0","1","0","1","2","0","1","0","6","6","0","0","0","0","1","0","1","0","1","2","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L36606","MapBinder$RealMapBinder<K extends Object, V extends Object>","org.elasticsearch.common.inject.multibindings.MapBinder$RealMapBinder","L2908","L103","src\main\java\org\elasticsearch\common\inject\multibindings\MapBinder.java","230","5","373","6","0","0","0","0","0","0","0","0","1","0","0","7","13","2","1","16","22","0.4","0.379747","30","29","2","3","0.20979","30","1","2","0","0","2","49","67","5","0","5","0","6","0","4","0","17","19","0","10","0","113","144","8","4","8","4","18","0","14","1","29","42","0","20","1","0","0","48","0","1","0","0","0","0","0","0","0","0","0","0","2","0","1","45","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L36773","Multibinder$RealMultibinder<T extends Object>","org.elasticsearch.common.inject.multibindings.Multibinder$RealMultibinder","L26095","L103","src\main\java\org\elasticsearch\common\inject\multibindings\Multibinder.java","188","5","303","6","0","0","0","0","0","0","0","0","1","2","2","20","14","2","5","18","31","0.125","0.241379","28","27","1","7","0.241379","28","1","4","0","0","4","88","116","6","3","6","3","13","0","7","0","23","32","0","13","1","88","116","6","3","6","3","13","0","7","0","23","32","0","13","1","0","0","30","0","4","0","0","0","0","0","0","0","0","0","3","1","0","1","27","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"L37255","ProviderToInternalFactoryAdapter$1","org.elasticsearch.common.inject.ProviderToInternalFactoryAdapter$1","L37252","L103","src\main\java\org\elasticsearch\common\inject\ProviderToInternalFactoryAdapter.java","42","70","47","14","0","0","0","0","0","0","0","0","1","0","0","1","6","0","0","2","3","0","0","0","0","0","2","0","0","1","1","0","0","1","6","6","0","0","0","0","1","0","1","0","1","2","0","1","0","6","6","0","0","0","0","1","0","1","0","1","2","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L37415","SingleMethodInjector$1","org.elasticsearch.common.inject.SingleMethodInjector$1","L37403","L103","src\main\java\org\elasticsearch\common\inject\SingleMethodInjector.java","56","36","61","10","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L37682","Elements$1","org.elasticsearch.common.inject.spi.Elements$1","L37670","L103","src\main\java\org\elasticsearch\common\inject\spi\Elements.java","43","65","53","6","0","0","0","0","0","0","0","0","2","0","0","2","3","0","0","0","2","0","0","0","0","0","2","0","0","2","2","0","0","1","10","11","0","0","0","0","2","0","1","0","12","2","0","10","0","10","11","0","0","0","0","2","0","1","0","12","2","0","10","0","0","0","8","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L37704","Elements$RecordingBinder","org.elasticsearch.common.inject.spi.Elements$RecordingBinder","L37670","L103","src\main\java\org\elasticsearch\common\inject\spi\Elements.java","105","5","322","6","0","0","0","0","0","0","0","0","2","3","3","39","35","1","1","29","60","0","0.0617978","11","9","0","27","0.0604396","11","2","2","0","0","2","167","213","7","5","7","5","31","0","26","0","31","76","0","26","0","171","218","7","5","7","5","33","0","28","0","33","76","0","28","0","0","0","79","1","3","0","0","0","0","0","0","2","0","0","0","1","0","3","70","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","0","0","0","0","0"
"L38493","TypeConverterBindingProcessor$1","org.elasticsearch.common.inject.TypeConverterBindingProcessor$1","L33990","L103","src\main\java\org\elasticsearch\common\inject\TypeConverterBindingProcessor.java","61","65","74","14","0","0","0","0","0","0","0","0","2","1","1","3","2","0","0","0","2","0","0","0","0","0","3","0","0","1","1","0","0","1","13","14","0","0","0","0","2","0","2","0","2","5","0","2","0","13","14","0","0","0","0","2","0","2","0","2","5","0","2","0","0","0","8","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"L38505","TypeConverterBindingProcessor$2","org.elasticsearch.common.inject.TypeConverterBindingProcessor$2","L33990","L103","src\main\java\org\elasticsearch\common\inject\TypeConverterBindingProcessor.java","76","85","86","14","0","0","0","0","0","0","0","0","2","0","0","2","2","0","0","1","3","0","0","0","0","0","3","0","0","1","1","0","0","1","10","11","0","0","0","0","2","0","2","0","2","2","0","2","0","10","11","0","0","0","0","2","0","2","0","2","2","0","2","0","0","0","8","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L38519","TypeConverterBindingProcessor$3","org.elasticsearch.common.inject.TypeConverterBindingProcessor$3","L33990","L103","src\main\java\org\elasticsearch\common\inject\TypeConverterBindingProcessor.java","89","59","98","22","0","0","0","0","0","0","0","0","2","0","0","2","2","0","0","1","3","0","0","0","0","0","3","0","0","2","2","0","0","1","9","10","0","0","0","0","2","0","2","0","4","2","0","4","0","9","10","0","0","0","0","2","0","2","0","4","2","0","4","0","0","0","8","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L38525","TypeConverterBindingProcessor$4","org.elasticsearch.common.inject.TypeConverterBindingProcessor$4","L33990","L103","src\main\java\org\elasticsearch\common\inject\TypeConverterBindingProcessor.java","99","41","113","22","0","0","0","0","0","0","0","0","2","1","1","3","2","0","0","0","2","0","0","0","0","0","3","0","0","1","1","0","0","1","14","15","0","0","0","0","2","0","2","0","2","4","0","2","0","14","15","0","0","0","0","2","0","2","0","2","4","0","2","0","0","0","8","2","0","0","0","0","0","0","0","1","0","0","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"L38538","TypeConverterBindingProcessor$5","org.elasticsearch.common.inject.TypeConverterBindingProcessor$5","L38487","L103","src\main\java\org\elasticsearch\common\inject\TypeConverterBindingProcessor.java","125","63","141","14","0","0","0","0","0","0","0","0","2","1","1","4","2","0","0","0","2","0","0","0","0","0","3","0","0","1","1","0","0","1","16","17","0","0","0","0","2","0","2","0","2","5","0","2","0","16","17","0","0","0","0","2","0","2","0","2","5","0","2","0","0","0","8","2","0","0","0","0","0","0","0","1","0","0","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"L38553","TypeConverterBindingProcessor$6","org.elasticsearch.common.inject.TypeConverterBindingProcessor$6","L38500","L103","src\main\java\org\elasticsearch\common\inject\TypeConverterBindingProcessor.java","155","70","169","10","0","0","0","0","0","0","0","0","2","1","1","3","3","0","0","2","4","0","0","0","0","0","3","0","0","2","2","0","0","1","14","15","0","0","0","0","2","0","2","0","4","6","0","4","0","14","15","0","0","0","0","2","0","2","0","4","6","0","4","0","0","0","8","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L38661","Modules$1","org.elasticsearch.common.inject.util.Modules$1","L38658","L103","src\main\java\org\elasticsearch\common\inject\util\Modules.java","42","60","45","6","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","4","4","0","0","0","0","1","0","1","0","1","0","0","1","0","4","4","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L38671","Modules$RealOverriddenModuleBuilder","org.elasticsearch.common.inject.util.Modules$RealOverriddenModuleBuilder","L38658","L103","src\main\java\org\elasticsearch\common\inject\util\Modules.java","119","5","248","6","0","0","0","0","0","0","0","0","1","0","0","3","3","2","2","0","3","0","0","0","0","0","3","0.0900901","10","1","1","0","0","1","13","16","1","0","1","0","3","0","2","0","3","3","0","2","0","101","130","3","5","1","1","13","0","11","0","82","45","0","45","0","0","0","45","0","3","0","0","0","0","0","0","2","0","0","0","1","0","3","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L38718","Modules$ModuleWriter","org.elasticsearch.common.inject.util.Modules$ModuleWriter","L38658","L103","src\main\java\org\elasticsearch\common\inject\util\Modules.java","250","5","268","6","0","0","0","0","0","0","0","0","2","1","1","4","3","4","1","2","5","0","0","0","0","0","1","0","0","2","2","3","3","1","16","19","1","0","1","0","3","0","0","0","14","5","0","10","0","16","19","1","0","1","0","3","0","0","0","14","5","0","10","0","0","0","10","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L39437","CachedStreamInput$Entry","org.elasticsearch.common.io.stream.CachedStreamInput$Entry","L39435","L103","src\main\java\org\elasticsearch\common\io\stream\CachedStreamInput.java","30","5","39","6","0","0","0","0","0","0","0","0","0","0","0","1","2","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","9","10","3","0","3","0","1","0","0","0","1","2","0","0","0","9","10","3","0","3","0","1","0","0","0","1","2","0","0","0","0","0","5","0","3","0","0","0","0","0","0","0","0","0","3","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L23472","CachedStreamOutput$Entry","org.elasticsearch.common.io.stream.CachedStreamOutput$Entry","L23475","L103","src\main\java\org\elasticsearch\common\io\stream\CachedStreamOutput.java","40","5","90","6","0","0","0","0","0","0","0","0","1","1","1","8","3","20","23","4","11","0.333333","0.181818","8","8","2","4","0.181818","8","0","0","0","0","0","36","51","3","0","3","0","7","0","5","0","7","16","0","5","0","36","51","3","0","3","0","7","0","5","0","7","16","0","5","0","0","0","11","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"L39520","CachedStreamOutput$SoftWrapper<T extends Object>","org.elasticsearch.common.io.stream.CachedStreamOutput$SoftWrapper","L23475","L103","src\main\java\org\elasticsearch\common\io\stream\CachedStreamOutput.java","92","5","109","6","0","0","0","0","0","0","0","0","1","0","0","5","0","1","3","0","4","0","0","0","0","0","5","0","0","0","0","0","0","0","14","18","1","0","1","0","4","0","4","0","4","3","0","4","0","14","18","1","0","1","0","4","0","4","0","4","3","0","4","0","0","0","11","0","2","0","0","0","0","0","0","0","0","0","1","0","0","1","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L39603","HandlesStreamOutput$HandleTable","org.elasticsearch.common.io.stream.HandlesStreamOutput$HandleTable","L39485","L103","src\main\java\org\elasticsearch\common\io\stream\HandlesStreamOutput.java","95","5","214","6","0","0","0","0","0","0","0","0","1","2","2","15","0","1","2","0","9","1","0.362832","41","41","1","0","0.362832","41","0","0","0","0","0","72","120","6","0","6","0","9","0","0","0","9","44","0","0","0","72","120","6","0","6","0","9","0","0","0","9","44","0","0","0","0","1","1","0","6","0","0","0","0","0","0","0","0","0","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0"
"L40618","ConsoleAppender$SystemErrStream","org.elasticsearch.common.logging.log4j.ConsoleAppender$SystemErrStream","L40580","L103","src\main\java\org\elasticsearch\common\logging\log4j\ConsoleAppender.java","173","5","205","6","0","0","0","0","0","0","0","0","5","1","1","9","1","1","1","1","7","0.142857","0.125","4","4","1","6","0.125","4","0","0","0","0","0","28","33","0","0","0","0","6","0","6","0","6","10","0","6","0","28","33","0","0","0","0","6","0","6","0","6","10","0","6","0","0","0","16","0","3","0","0","0","0","0","0","1","0","0","1","0","0","2","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
