@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "CC" NUMERIC
@ATTRIBUTE "CCL" NUMERIC
@ATTRIBUTE "CCO" NUMERIC
@ATTRIBUTE "CI" NUMERIC
@ATTRIBUTE "CLC" NUMERIC
@ATTRIBUTE "CLLC" NUMERIC
@ATTRIBUTE "LDC" NUMERIC
@ATTRIBUTE "LLDC" NUMERIC
@ATTRIBUTE "LCOM5" NUMERIC
@ATTRIBUTE "NL" NUMERIC
@ATTRIBUTE "NLE" NUMERIC
@ATTRIBUTE "WMC" NUMERIC
@ATTRIBUTE "CBO" NUMERIC
@ATTRIBUTE "CBOI" NUMERIC
@ATTRIBUTE "NII" NUMERIC
@ATTRIBUTE "NOI" NUMERIC
@ATTRIBUTE "RFC" NUMERIC
@ATTRIBUTE "AD" NUMERIC
@ATTRIBUTE "CD" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "DLOC" NUMERIC
@ATTRIBUTE "PDA" NUMERIC
@ATTRIBUTE "PUA" NUMERIC
@ATTRIBUTE "TCD" NUMERIC
@ATTRIBUTE "TCLOC" NUMERIC
@ATTRIBUTE "DIT" NUMERIC
@ATTRIBUTE "NOA" NUMERIC
@ATTRIBUTE "NOC" NUMERIC
@ATTRIBUTE "NOD" NUMERIC
@ATTRIBUTE "NOP" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "LOC" NUMERIC
@ATTRIBUTE "NA" NUMERIC
@ATTRIBUTE "NG" NUMERIC
@ATTRIBUTE "NLA" NUMERIC
@ATTRIBUTE "NLG" NUMERIC
@ATTRIBUTE "NLM" NUMERIC
@ATTRIBUTE "NLPA" NUMERIC
@ATTRIBUTE "NLPM" NUMERIC
@ATTRIBUTE "NLS" NUMERIC
@ATTRIBUTE "NM" NUMERIC
@ATTRIBUTE "NOS" NUMERIC
@ATTRIBUTE "NPA" NUMERIC
@ATTRIBUTE "NPM" NUMERIC
@ATTRIBUTE "NS" NUMERIC
@ATTRIBUTE "TLLOC" NUMERIC
@ATTRIBUTE "TLOC" NUMERIC
@ATTRIBUTE "TNA" NUMERIC
@ATTRIBUTE "TNG" NUMERIC
@ATTRIBUTE "TNLA" NUMERIC
@ATTRIBUTE "TNLG" NUMERIC
@ATTRIBUTE "TNLM" NUMERIC
@ATTRIBUTE "TNLPA" NUMERIC
@ATTRIBUTE "TNLPM" NUMERIC
@ATTRIBUTE "TNLS" NUMERIC
@ATTRIBUTE "TNM" NUMERIC
@ATTRIBUTE "TNOS" NUMERIC
@ATTRIBUTE "TNPA" NUMERIC
@ATTRIBUTE "TNPM" NUMERIC
@ATTRIBUTE "TNS" NUMERIC
@ATTRIBUTE "WarningBlocker" NUMERIC
@ATTRIBUTE "WarningCritical" NUMERIC
@ATTRIBUTE "WarningInfo" NUMERIC
@ATTRIBUTE "WarningMajor" NUMERIC
@ATTRIBUTE "WarningMinor" NUMERIC
@ATTRIBUTE "Android Rules" NUMERIC
@ATTRIBUTE "Basic Rules" NUMERIC
@ATTRIBUTE "Brace Rules" NUMERIC
@ATTRIBUTE "Clone Implementation Rules" NUMERIC
@ATTRIBUTE "Clone Metric Rules" NUMERIC
@ATTRIBUTE "Code Size Rules" NUMERIC
@ATTRIBUTE "Cohesion Metric Rules" NUMERIC
@ATTRIBUTE "Comment Rules" NUMERIC
@ATTRIBUTE "Complexity Metric Rules" NUMERIC
@ATTRIBUTE "Controversial Rules" NUMERIC
@ATTRIBUTE "Coupling Metric Rules" NUMERIC
@ATTRIBUTE "Coupling Rules" NUMERIC
@ATTRIBUTE "Design Rules" NUMERIC
@ATTRIBUTE "Documentation Metric Rules" NUMERIC
@ATTRIBUTE "Empty Code Rules" NUMERIC
@ATTRIBUTE "Finalizer Rules" NUMERIC
@ATTRIBUTE "Import Statement Rules" NUMERIC
@ATTRIBUTE "Inheritance Metric Rules" NUMERIC
@ATTRIBUTE "J2EE Rules" NUMERIC
@ATTRIBUTE "JUnit Rules" NUMERIC
@ATTRIBUTE "Jakarta Commons Logging Rules" NUMERIC
@ATTRIBUTE "Java Logging Rules" NUMERIC
@ATTRIBUTE "JavaBean Rules" NUMERIC
@ATTRIBUTE "MigratingToJUnit4 Rules" NUMERIC
@ATTRIBUTE "Migration Rules" NUMERIC
@ATTRIBUTE "Migration13 Rules" NUMERIC
@ATTRIBUTE "Migration14 Rules" NUMERIC
@ATTRIBUTE "Migration15 Rules" NUMERIC
@ATTRIBUTE "Naming Rules" NUMERIC
@ATTRIBUTE "Optimization Rules" NUMERIC
@ATTRIBUTE "Security Code Guideline Rules" NUMERIC
@ATTRIBUTE "Size Metric Rules" NUMERIC
@ATTRIBUTE "Strict Exception Rules" NUMERIC
@ATTRIBUTE "String and StringBuffer Rules" NUMERIC
@ATTRIBUTE "Type Resolution Rules" NUMERIC
@ATTRIBUTE "Unnecessary and Unused Code Rules" NUMERIC
@ATTRIBUTE "Vulnerability Rules" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L1779","0","0","0","0","0","0","0","0","1","3","2","10","8","0","0","11","13","0","0","0","0","0","2","0","0","0","0","0","0","0","33","40","0","0","0","0","2","0","1","0","2","17","0","1","0","33","40","0","0","0","0","2","0","1","0","2","17","0","1","0","0","3","7","0","3","0","0","0","0","0","0","0","0","0","0","0","0","6","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L2261","0.117647","1","3","1","0.113636","0.140845","10","10","2","4","4","18","11","1","0","24","26","0","0.0273973","2","0","0","3","0.0273973","2","0","0","0","0","0","71","88","0","0","0","0","2","0","2","0","2","40","0","2","0","71","88","0","0","0","0","2","0","2","0","2","40","0","2","0","0","0","21","0","6","0","0","0","0","8","0","1","0","3","0","2","0","6","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L2307","0.214724","1","3","1","0.196078","0.2","10","8","2","3","3","9","7","1","0","11","13","0","0","0","0","0","3","0","0","0","0","0","0","0","40","51","0","0","0","0","2","0","2","0","2","19","0","2","0","40","51","0","0","0","0","2","0","2","0","2","19","0","2","0","0","0","19","0","4","0","0","0","0","10","0","1","0","0","0","1","0","4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L2331","0.341935","2","6","2","0.272727","0.306452","21","19","2","3","3","16","9","1","0","22","25","0","0","0","0","0","3","0","0","0","0","0","0","0","62","77","0","0","0","0","3","0","2","0","3","34","0","2","0","62","77","0","0","0","0","3","0","2","0","3","34","0","2","0","0","0","27","0","6","0","0","0","0","16","0","1","0","0","0","1","0","6","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L2374","0.208333","1","3","1","0.212766","0.216216","10","8","2","3","3","7","5","1","0","12","14","0","0","0","0","0","3","0","0","0","0","0","0","0","37","47","0","0","0","0","2","0","2","0","2","18","0","2","0","37","47","0","0","0","0","2","0","2","0","2","18","0","2","0","0","0","19","0","4","0","0","0","0","10","0","1","0","0","0","1","0","4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L2400","0.17192","1","3","1","0.114583","0.121622","11","9","2","2","2","21","10","1","0","15","20","0","0","0","0","0","3","0","0","0","0","0","0","0","74","96","0","0","0","0","5","0","2","0","5","43","0","2","0","74","96","0","0","0","0","5","0","2","0","5","43","0","2","0","0","0","22","0","8","0","0","0","0","8","0","1","0","0","0","0","0","8","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L2459","0.741742","8","37","8","0.588235","0.590909","50","39","1","1","1","17","5","1","1","5","10","0","0.0434783","3","0","0","2","0.0434783","3","1","1","0","0","1","66","85","14","0","9","0","5","0","1","0","12","32","0","4","0","66","85","14","0","9","0","5","0","1","0","12","32","0","4","0","0","0","40","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L2508","0.18732","1","3","1","0.16092","0.164179","14","11","1","2","2","15","8","1","1","11","17","0","0.0289855","2","0","0","2","0.0289855","2","1","1","0","0","1","67","87","12","0","7","0","6","0","1","0","13","33","0","4","0","67","87","12","0","7","0","6","0","1","0","13","33","0","4","0","0","0","27","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","false"
"L2565","0.538462","6","70","12","0.451613","0.515337","84","84","2","3","3","48","5","1","0","7","12","0","0","0","0","0","3","0","0","0","0","0","0","0","163","186","3","1","3","1","5","0","2","0","5","90","0","2","0","163","186","3","1","3","1","5","0","2","0","5","90","0","2","0","0","0","44","4","7","0","0","0","0","27","0","1","0","3","0","0","0","10","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","false"
"L2626","0.362805","2","9","2","0.277108","0.296875","23","19","1","1","1","16","6","1","1","5","10","0","0.0447761","3","0","0","2","0.0447761","3","1","1","0","0","1","64","83","13","0","8","0","5","0","1","0","12","31","0","4","0","64","83","13","0","8","0","5","0","1","0","12","31","0","4","0","0","0","30","0","4","0","0","0","0","16","0","0","0","0","0","0","0","4","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","true"
"L2676","0.4","11","54","11","0.351852","0.361446","38","30","1","1","1","21","6","1","1","7","12","0","0.045977","4","0","0","2","0.045977","4","1","1","0","0","1","83","108","16","0","11","0","5","0","1","0","12","42","0","4","0","83","108","16","0","11","0","5","0","1","0","12","42","0","4","0","0","0","34","1","5","0","0","0","0","18","0","0","0","0","0","0","0","5","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","false"
"L2734","0.365169","1","3","1","0.264151","0.268293","14","11","1","1","1","10","5","1","1","6","11","0","0.0238095","1","0","0","2","0.0238095","1","1","1","0","0","1","41","53","9","0","4","0","5","0","1","0","12","17","0","4","0","41","53","9","0","4","0","5","0","1","0","12","17","0","4","0","0","0","24","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L2762","0.173228","12","70","13","0.146739","0.141844","27","20","1","3","3","33","12","1","1","18","23","0","0.0408163","6","0","0","2","0.0408163","6","1","1","0","0","1","141","184","24","0","19","0","5","0","1","0","12","76","0","4","0","141","184","24","0","19","0","5","0","1","0","12","76","0","4","0","0","0","32","1","3","0","0","0","0","12","0","0","0","2","0","2","0","3","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","false"
"L2886","0.48615","19","113","20","0.440789","0.432203","67","51","1","1","1","40","6","1","1","11","16","0","0.0483871","6","0","0","2","0.0483871","6","1","1","0","0","1","118","152","24","0","19","0","5","0","1","0","12","63","0","4","0","118","152","24","0","19","0","5","0","1","0","12","63","0","4","0","0","0","45","2","4","0","0","0","0","28","0","0","0","1","0","0","0","4","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","2","0","0","0","false"
"L2968","0.479866","12","60","13","0.426471","0.444444","58","48","1","2","2","26","9","1","1","20","25","0","0.0442478","5","0","0","2","0.0442478","5","1","1","0","0","1","108","136","20","0","15","0","5","0","1","0","12","55","0","4","0","108","136","20","0","15","0","5","0","1","0","12","55","0","4","0","0","0","43","1","0","0","0","0","0","26","0","0","0","1","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","false"
"L3049","0","0","0","0","0","0","0","0","1","2","2","39","12","1","1","20","25","0","0.0431034","5","0","0","2","0.0431034","5","1","1","0","0","1","111","144","24","0","19","0","5","0","1","0","12","60","0","4","0","111","144","24","0","19","0","5","0","1","0","12","60","0","4","0","0","0","18","1","7","0","0","0","0","0","0","0","0","1","0","1","0","7","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","false"
"L2460","0","0","0","0","0","0","0","0","4","3","3","24","16","14","27","23","34","0","0","0","0","0","4","0","0","0","0","14","14","0","102","136","5","0","5","0","11","0","3","0","11","50","0","3","0","102","136","5","0","5","0","11","0","3","0","11","50","0","3","0","0","1","30","1","8","0","0","0","0","0","0","1","0","1","0","2","0","9","25","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","false"
"L3162","0","0","0","0","0","0","0","0","1","3","3","19","3","1","1","5","11","0","0.0263158","2","0","0","3","0.0263158","2","0","0","0","0","0","74","98","3","2","3","2","6","0","2","0","6","42","0","2","0","74","98","3","2","3","2","6","0","2","0","6","42","0","2","0","0","1","15","5","5","0","0","0","0","0","0","0","0","0","0","0","0","6","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","false"
"L3278","0.241458","6","27","6","0.182692","0.170732","19","14","1","2","2","20","9","1","1","10","15","0","0.0352941","3","0","0","2","0.0352941","3","1","1","0","0","1","82","104","14","0","9","0","5","0","1","0","12","40","0","4","0","82","104","14","0","9","0","5","0","1","0","12","40","0","4","0","0","0","27","1","5","0","0","0","0","12","0","0","0","0","0","0","0","5","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","false"
"L3332","0","0","0","0","0","0","0","0","1","1","1","18","7","1","1","9","14","0","0.0405405","3","0","0","2","0.0405405","3","1","1","0","0","1","71","91","15","0","10","0","5","0","1","0","12","36","0","4","0","71","91","15","0","10","0","5","0","1","0","12","36","0","4","0","0","0","15","1","5","0","0","0","0","0","0","0","0","0","0","0","0","5","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","false"
"L3384","0.485207","11","79","14","0.443709","0.448819","67","57","1","2","2","31","7","1","1","8","13","0","0","0","0","0","2","0","0","1","1","0","0","1","127","151","16","0","11","0","5","0","1","0","12","65","0","4","0","127","151","16","0","11","0","5","0","1","0","12","65","0","4","0","0","0","38","3","16","0","0","0","0","21","0","0","0","1","0","0","0","16","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","0","0","0","false"
"L3462","0.625984","14","71","14","0.516393","0.516129","63","48","1","1","1","24","6","1","1","7","12","0","0.07","7","0","0","2","0.07","7","1","1","0","0","1","93","122","19","0","14","0","5","0","1","0","12","48","0","4","0","93","122","19","0","14","0","5","0","1","0","12","48","0","4","0","0","0","43","1","2","0","0","0","0","27","0","0","0","0","0","0","0","2","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","false"
"L3520","0.414414","5","19","5","0.361446","0.369231","30","24","1","2","2","17","6","1","1","10","15","0","0.0298507","2","0","0","2","0.0298507","2","1","1","0","0","1","65","83","12","0","7","0","5","0","1","0","12","31","0","4","0","65","83","12","0","7","0","5","0","1","0","12","31","0","4","0","0","0","32","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","false"
"L4247","0.415851","25","291","44","0.485246","0.526882","148","98","2","4","2","84","6","22","32","8","45","0.514286","0.184211","42","24","18","17","0.184211","42","2","2","0","0","1","186","305","5","34","1","33","37","0","34","1","48","115","0","40","1","186","305","5","34","1","33","37","0","34","1","48","115","0","40","1","0","1","88","0","9","0","0","0","0","29","0","1","0","2","0","1","0","8","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","10","0","0","0","0","0","true"
"L4373","0.991453","1","5","1","0.925926","0.909091","25","20","0","2","2","6","3","1","1","4","5","0","0","0","0","0","2","0","0","0","0","0","0","0","22","27","0","0","0","0","1","0","1","0","1","14","0","1","0","22","27","0","0","0","0","1","0","1","0","1","14","0","1","0","0","0","17","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L4405","0.991453","1","5","1","0.925926","0.909091","25","20","0","2","2","6","3","1","1","4","5","0","0","0","0","0","2","0","0","0","0","0","0","0","22","27","0","0","0","0","1","0","1","0","1","14","0","1","0","22","27","0","0","0","0","1","0","1","0","1","14","0","1","0","0","0","17","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L4398","0.685629","2","10","2","0.566265","0.555556","47","35","1","3","3","13","6","2","1","4","7","0","0","0","0","0","1","0","0","1","1","0","0","1","63","83","10","1","6","0","3","5","0","0","11","38","5","4","0","63","83","10","1","6","0","3","5","0","0","11","38","5","4","0","0","1","26","0","2","0","0","0","0","12","0","0","0","0","0","0","0","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","5","0","0","0","0","0","false"
"L4410","0.0738786","1","3","1","0.119565","0.109589","11","8","1","4","3","16","2","2","1","3","6","0","0.0135135","1","0","0","1","0.0135135","1","1","1","0","0","1","73","92","13","1","9","0","3","8","0","0","11","42","8","4","0","73","92","13","1","9","0","3","8","0","0","11","42","8","4","0","0","4","22","1","2","0","0","0","0","6","0","0","0","1","0","0","0","5","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","6","0","0","1","0","0","false"
"L4490","0","0","0","0","0","0","0","0","1","2","2","10","2","2","1","3","5","0","0","0","0","0","1","0","0","1","1","0","0","1","41","51","6","1","2","0","2","2","0","0","10","26","2","4","0","41","51","6","1","2","0","2","2","0","0","10","26","2","4","0","0","1","11","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","2","0","0","false"
"L4510","0.537559","2","10","2","0.489583","0.479452","47","35","1","3","3","13","7","2","1","5","8","0","0","0","0","0","1","0","0","1","1","0","0","1","73","96","13","1","9","0","3","8","0","0","11","45","8","4","0","73","96","13","1","9","0","3","8","0","0","11","45","8","4","0","0","1","27","1","2","0","0","0","0","12","0","0","0","0","0","0","0","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","6","0","0","1","0","0","false"
"L4547","0.991453","1","5","1","0.925926","0.909091","25","20","0","2","2","6","3","1","1","4","5","0","0","0","0","0","2","0","0","0","0","0","0","0","22","27","0","0","0","0","1","0","1","0","1","14","0","1","0","22","27","0","0","0","0","1","0","1","0","1","14","0","1","0","0","0","17","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L4555","0.991453","1","5","1","0.925926","0.909091","25","20","0","2","2","6","3","1","1","4","5","0","0","0","0","0","2","0","0","0","0","0","0","0","22","27","0","0","0","0","1","0","1","0","1","14","0","1","0","22","27","0","0","0","0","1","0","1","0","1","14","0","1","0","0","0","17","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L4566","0","0","0","0","0","0","0","0","1","2","2","8","2","2","2","2","7","0","0","0","0","0","4","0","0","1","1","0","0","1","27","35","5","4","1","3","5","0","3","0","13","11","0","7","0","27","35","5","4","1","3","5","0","3","0","13","11","0","7","0","0","2","13","2","5","0","0","0","0","0","0","0","0","0","0","0","0","7","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","false"
"L4751","0.122318","4","46","10","0.136253","0.131098","56","43","1","25","4","94","8","6","7","11","19","0","0.0437318","15","0","0","4","0.0437318","15","1","1","0","0","1","328","411","41","4","37","3","8","36","3","0","16","193","36","7","0","328","411","41","4","37","3","8","36","3","0","16","193","36","7","0","0","27","47","2","4","0","0","0","0","9","0","0","0","6","0","0","0","31","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","2","0","0","true"
"L5106","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L4928","0","0","0","0","0","0","0","0","0","0","0","1","0","8","2","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","8","9","2","0","2","0","1","2","1","0","1","2","2","1","0","8","9","2","0","2","0","1","2","1","0","1","2","2","1","0","0","0","9","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","0","0","0","0","0","false"
"L4465","0","0","0","0","0","0","0","0","1","0","0","4","0","4","3","0","4","0","0","0","0","0","5","0","0","0","0","0","0","0","19","23","3","2","3","2","4","0","4","0","4","6","0","4","0","19","23","3","2","3","2","4","0","4","0","4","6","0","4","0","0","0","11","0","3","0","0","0","0","0","0","0","0","0","0","0","0","3","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L4493","0","0","0","0","0","0","0","0","1","0","0","7","0","2","2","0","7","0","0","0","0","0","8","0","0","0","0","0","0","0","34","41","6","4","6","4","7","0","7","0","7","12","0","7","0","34","41","6","4","6","4","7","0","7","0","7","12","0","7","0","0","0","19","0","8","0","0","0","0","0","0","0","0","0","0","0","0","6","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","false"
"L4520","0","0","0","0","0","0","0","0","1","0","0","4","0","3","2","0","4","0","0","0","0","0","5","0","0","0","0","0","0","0","19","23","3","2","3","2","4","0","4","0","4","6","0","4","0","19","23","3","2","3","2","4","0","4","0","4","6","0","4","0","0","0","11","0","3","0","0","0","0","0","0","0","0","0","0","0","0","3","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L569","0","0","0","0","0","0","0","0","2","3","3","72","11","31","70","14","50","0.0277778","0.0194553","5","5","1","35","0.0194553","5","0","0","0","0","0","252","333","15","14","15","14","36","0","35","10","36","124","0","35","10","252","333","15","14","15","14","36","0","35","10","36","124","0","35","10","0","1","88","2","7","0","1","0","0","0","0","1","0","0","0","2","0","6","75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","10","0","0","2","0","0","false"
"L2136","0","0","0","0","0","0","0","0","1","0","0","13","2","6","8","2","15","0","0","0","0","0","14","0","0","0","0","0","0","0","48","61","5","3","5","3","13","0","13","1","13","17","0","13","1","48","61","5","3","5","3","13","0","13","1","13","17","0","13","1","0","0","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L165","0","0","0","0","0","0","0","0","11","3","3","160","43","69","108","68","157","0.264368","0.219092","140","122","23","64","0.216255","149","0","0","0","0","0","499","810","24","38","24","38","89","0","86","11","89","231","0","86","11","540","866","28","38","28","38","92","0","88","11","92","252","0","88","11","0","0","172","2","30","0","0","0","0","0","0","1","0","2","0","7","0","25","145","0","0","0","0","0","0","0","1","0","0","0","0","0","0","4","1","0","17","1","0","0","0","0","true"
"L415","0","0","0","0","0","0","0","0","1","2","2","36","12","23","56","13","35","0.421053","0.307292","59","56","8","11","0.307292","59","0","0","0","0","0","133","239","7","8","7","8","22","0","18","3","22","67","0","18","3","133","239","7","8","7","8","22","0","18","3","22","67","0","18","3","0","0","30","0","2","0","0","0","0","0","0","0","0","0","0","1","0","1","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","0","0","0","0","0","true"
"L4829","0","0","0","0","0","0","0","0","0","0","0","5","0","2","2","0","5","0","0","0","0","0","6","0","0","0","0","0","0","0","20","25","2","2","2","2","5","0","5","2","5","6","0","5","2","20","25","2","2","2","2","5","0","5","2","5","6","0","5","2","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L4757","0","0","0","0","0","0","0","0","0","0","0","1","1","3","1","1","2","0","0","0","0","0","2","0","0","1","1","0","0","1","5","5","4","4","0","0","1","0","1","0","10","1","0","10","4","5","5","4","4","0","0","1","0","1","0","10","1","0","10","4","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L4819","0","0","0","0","0","0","0","0","0","0","0","1","1","2","1","1","2","0","0","0","0","0","2","0","0","1","1","0","0","1","5","6","4","4","0","0","1","0","1","0","10","1","0","10","4","5","6","4","4","0","0","1","0","1","0","10","1","0","10","4","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L4776","0","0","0","0","0","0","0","0","0","0","0","1","1","2","1","1","2","0","0","0","0","0","2","0","0","1","1","0","0","1","5","5","4","4","0","0","1","0","1","0","10","1","0","10","4","5","5","4","4","0","0","1","0","1","0","10","1","0","10","4","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L4788","0","0","0","0","0","0","0","0","0","0","0","1","1","3","1","1","2","0","0","0","0","0","2","0","0","1","1","0","0","1","5","5","4","4","0","0","1","0","1","0","10","1","0","10","4","5","5","4","4","0","0","1","0","1","0","10","1","0","10","4","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L6385","0","0","0","0","0","0","0","0","0","0","0","9","0","8","9","0","9","0","0","0","0","0","10","0","0","0","0","4","4","0","36","45","4","4","4","4","9","0","9","4","9","12","0","9","4","36","45","4","4","4","4","9","0","9","4","9","12","0","9","4","0","0","21","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L672","0","0","0","0","0","0","0","0","0","0","0","2","1","1","1","2","4","0.333333","0.272727","3","3","1","2","0.272727","3","1","1","0","0","1","8","9","6","6","0","0","2","0","2","0","14","2","0","12","3","8","9","6","6","0","0","2","0","2","0","14","2","0","12","3","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L692","0","0","0","0","0","0","0","0","1","0","0","12","0","3","5","0","12","0.636364","0.27027","20","20","7","4","0.27027","20","0","0","2","2","0","54","87","6","6","6","6","12","0","10","3","12","19","0","10","3","54","87","6","6","6","6","12","0","10","3","12","19","0","10","3","0","0","15","0","4","0","0","0","0","0","0","0","0","0","0","0","0","3","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","false"
"L770","0","0","0","0","0","0","0","0","0","0","0","3","1","1","1","2","5","0.5","0.3","6","6","2","2","0.3","6","1","1","0","0","1","14","20","7","7","1","1","3","0","3","0","15","5","0","13","3","14","20","7","7","1","1","3","0","3","0","15","5","0","13","3","0","0","6","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","false"
